,Year,Mon,Day,tmax,tmin
3287,1980,1,1,6.4,-3.1
3288,1980,1,2,6.0,4.2
3289,1980,1,3,5.2,1.8
3290,1980,1,4,1.8,-4.7
3291,1980,1,5,0.3,-9.5
3292,1980,1,6,6.0,-6.1
3293,1980,1,7,-3.8,-10.7
3294,1980,1,8,-0.9,-8.5
3295,1980,1,9,5.5,-2.1
3296,1980,1,10,-0.1,-7.5
3297,1980,1,11,-2.4,-12.3
3298,1980,1,12,1.8,-9.1
3299,1980,1,13,0.8,-5.9
3300,1980,1,14,1.4,-9.9
3301,1980,1,15,2.1,-9.7
3302,1980,1,16,-1.0,-13.5
3303,1980,1,17,-6.3,-15.5
3304,1980,1,18,-4.7,-17.6
3305,1980,1,19,0.5,-8.9
3306,1980,1,20,-0.9,-7.9
3307,1980,1,21,-3.0,-11.7
3308,1980,1,22,-2.6,-10.3
3309,1980,1,23,7.4,-10.8
3310,1980,1,24,2.5,-8.0
3311,1980,1,25,3.8,-10.1
3312,1980,1,26,8.5,-7.9
3313,1980,1,27,8.8,1.5
3314,1980,1,28,9.8,0.4
3315,1980,1,29,4.6,0.1
3316,1980,1,30,0.1,-11.1
3317,1980,1,31,-7.3,-11.3
3318,1980,2,1,-4.2,-14.8
3319,1980,2,2,-0.5,-10.3
3320,1980,2,3,-2.2,-8.1
3321,1980,2,4,-6.4,-16.1
3322,1980,2,5,-6.2,-16.2
3323,1980,2,6,-7.3,-18.1
3324,1980,2,7,-6.7,-19.9
3325,1980,2,8,-5.8,-17.7
3326,1980,2,9,-3.0,-16.6
3327,1980,2,10,1.8,-12.0
3328,1980,2,11,4.1,-8.9
3329,1980,2,12,-0.9,-10.3
3330,1980,2,13,-2.7,-9.8
3331,1980,2,14,-1.6,-10.8
3332,1980,2,15,1.3,-8.2
3333,1980,2,16,1.0,-11.0
3334,1980,2,17,3.4,-10.9
3335,1980,2,18,3.0,-6.7
3336,1980,2,19,4.9,-6.9
3337,1980,2,20,5.5,-3.6
3338,1980,2,21,3.3,-5.1
3339,1980,2,22,4.4,-7.5
3340,1980,2,23,7.8,-1.4
3341,1980,2,24,9.0,-1.9
