,Year,Mon,tmax,tmin
6939,1980,1,6.6,0.5
6940,1980,1,5.9,3.5
6941,1980,1,6.2,-0.5
6942,1980,1,-0.5,-6.9
6943,1980,1,-1.0,-9.1
6944,1980,1,4.0,-8.8
6945,1980,1,-4.7,-12.1
6946,1980,1,-1.3,-7.4
6947,1980,1,2.1,-2.5
6948,1980,1,-2.2,-11.3
6949,1980,1,-3.5,-13.1
6950,1980,1,-1.2,-6.5
6951,1980,1,0.1,-6.5
6952,1980,1,-1.5,-9.2
6953,1980,1,-0.5,-9.4
6954,1980,1,-2.8,-8.6
6955,1980,1,-8.0,-15.9
6956,1980,1,-4.6,-15.2
6957,1980,1,-0.2,-8.3
6958,1980,1,-1.6,-8.3
6959,1980,1,-3.6,-9.6
6960,1980,1,-3.4,-11.2
6961,1980,1,5.4,-6.1
6962,1980,1,2.4,-6.3
6963,1980,1,2.8,-7.5
6964,1980,1,8.4,-5.1
6965,1980,1,8.1,3.6
6966,1980,1,8.9,1.7
6967,1980,1,5.7,-0.7
6968,1980,1,-0.7,-13.9
6969,1980,1,-8.5,-15.4
6970,1980,2,-4.9,-14.0
6971,1980,2,-2.0,-10.3
6972,1980,2,-2.1,-9.3
6973,1980,2,-6.2,-12.7
6974,1980,2,-6.1,-12.5
6975,1980,2,-8.1,-14.4
6976,1980,2,-6.6,-14.5
6977,1980,2,-6.3,-14.3
6978,1980,2,-2.6,-12.7
6979,1980,2,0.2,-9.4
6980,1980,2,3.5,-5.8
6981,1980,2,-0.8,-7.1
6982,1980,2,-2.0,-8.6
6983,1980,2,-1.3,-10.6
6984,1980,2,0.5,-8.1
6985,1980,2,1.5,-7.9
6986,1980,2,4.4,-7.4
6987,1980,2,3.2,-4.4
6988,1980,2,6.3,-3.5
6989,1980,2,7.2,-4.1
6990,1980,2,5.3,-4.6
6991,1980,2,4.8,-5.4
6992,1980,2,8.0,0.4
6993,1980,2,6.0,1.9
6994,1980,2,12.0,-0.7
6995,1980,2,10.5,0.5
6996,1980,2,6.2,-2.4
6997,1980,2,8.2,-1.6
6998,1980,2,12.0,1.3
6999,1980,3,7.7,-0.2
7000,1980,3,9.0,-2.1
7001,1980,3,10.3,-0.8
7002,1980,3,12.0,1.0
7003,1980,3,11.0,1.0
7004,1980,3,11.4,-1.6
7005,1980,3,11.3,5.0
7006,1980,3,16.2,2.4
7007,1980,3,11.1,3.6
7008,1980,3,8.7,-0.3
7009,1980,3,7.3,-2.6
7010,1980,3,8.0,-2.2
7011,1980,3,9.9,-1.7
7012,1980,3,8.3,0.3
7013,1980,3,7.9,-1.6
7014,1980,3,10.2,1.8
7015,1980,3,10.6,2.7
7016,1980,3,11.3,1.4
7017,1980,3,10.5,2.5
7018,1980,3,10.6,2.6
7019,1980,3,12.9,0.1
7020,1980,3,7.9,1.3
7021,1980,3,4.9,-0.6
7022,1980,3,7.7,-2.0
7023,1980,3,9.4,0.5
7024,1980,3,9.8,1.9
7025,1980,3,14.8,0.0
7026,1980,3,15.3,1.6
7027,1980,3,18.1,6.8
7028,1980,3,18.0,4.4
7029,1980,3,11.4,5.1
7030,1980,4,11.7,3.2
7031,1980,4,12.9,1.4
7032,1980,4,18.4,4.1
7033,1980,4,21.0,8.6
7034,1980,4,18.2,12.5
7035,1980,4,12.5,4.3
7036,1980,4,13.3,4.7
7037,1980,4,15.2,8.4
7038,1980,4,16.1,5.7
7039,1980,4,17.3,4.9
7040,1980,4,18.0,6.6
7041,1980,4,14.8,8.2
7042,1980,4,12.9,7.0
7043,1980,4,10.0,4.7
7044,1980,4,11.3,3.1
7045,1980,4,9.9,2.9
7046,1980,4,12.4,4.7
7047,1980,4,19.2,5.5
7048,1980,4,19.6,6.2
7049,1980,4,12.7,5.8
7050,1980,4,14.2,3.9
7051,1980,4,15.3,4.0
7052,1980,4,13.5,4.6
7053,1980,4,14.0,4.1
7054,1980,4,16.9,4.7
7055,1980,4,20.2,4.9
7056,1980,4,14.2,8.4
7057,1980,4,14.8,8.1
7058,1980,4,19.4,5.9
7059,1980,4,19.5,9.9
7060,1980,5,21.2,7.7
7061,1980,5,22.3,8.7
7062,1980,5,19.2,11.7
7063,1980,5,18.8,10.2
