,Year,Mon,Day,tmax,tmin
3958,1980,1,1,8.0,4.0
3959,1980,1,2,9.1,5.5
3960,1980,1,3,10.4,6.3
3961,1980,1,4,8.6,-0.6
3962,1980,1,5,5.8,-4.1
3963,1980,1,6,6.1,-4.8
3964,1980,1,7,0.7,-6.6
3965,1980,1,8,5.6,-9.4
3966,1980,1,9,5.5,-1.1
3967,1980,1,10,4.3,-4.4
3968,1980,1,11,4.6,-7.6
3969,1980,1,12,3.6,-7.6
3970,1980,1,13,6.9,-1.7
3971,1980,1,14,5.0,-6.4
3972,1980,1,15,4.3,-6.6
3973,1980,1,16,5.5,-3.5
3974,1980,1,17,3.3,-8.7
3975,1980,1,18,2.2,-12.4
3976,1980,1,19,2.1,-7.5
3977,1980,1,20,2.7,-5.0
3978,1980,1,21,1.8,-3.4
3979,1980,1,22,3.4,-7.9
3980,1980,1,23,8.6,-10.3
3981,1980,1,24,9.7,-5.9
3982,1980,1,25,9.4,-7.6
3983,1980,1,26,10.6,-5.8
3984,1980,1,27,12.1,3.2
3985,1980,1,28,10.5,5.2
3986,1980,1,29,7.9,4.0
3987,1980,1,30,4.0,-7.4
3988,1980,1,31,-1.1,-9.0
3989,1980,2,1,1.6,-9.9
3990,1980,2,2,3.2,-7.7
3991,1980,2,3,4.0,-7.7
3992,1980,2,4,0.8,-6.7
3993,1980,2,5,-1.6,-8.2
3994,1980,2,6,1.5,-11.3
3995,1980,2,7,0.7,-8.7
3996,1980,2,8,0.5,-7.7
3997,1980,2,9,1.9,-10.1
3998,1980,2,10,5.0,-8.9
3999,1980,2,11,6.4,-5.9
4000,1980,2,12,5.0,-5.4
4001,1980,2,13,5.9,-3.6
4002,1980,2,14,5.4,-3.7
4003,1980,2,15,5.2,-7.1
4004,1980,2,16,6.9,-7.0
4005,1980,2,17,9.3,-6.9
4006,1980,2,18,6.1,-5.2
4007,1980,2,19,8.9,-1.2
4008,1980,2,20,11.9,-3.1
4009,1980,2,21,10.8,-1.8
4010,1980,2,22,11.3,-4.9
4011,1980,2,23,12.3,-3.7
4012,1980,2,24,15.7,-3.2
4013,1980,2,25,12.7,-1.4
4014,1980,2,26,14.1,4.3
4015,1980,2,27,10.4,2.4
4016,1980,2,28,12.8,-0.2
4017,1980,2,29,12.1,-2.8
4018,1980,3,1,13.5,2.7
4019,1980,3,2,12.5,-1.7
4020,1980,3,3,13.1,0.9
4021,1980,3,4,9.3,2.6
4022,1980,3,5,12.1,3.1
4023,1980,3,6,13.6,-0.4
4024,1980,3,7,15.0,5.9
4025,1980,3,8,13.1,5.4
4026,1980,3,9,9.4,6.4
4027,1980,3,10,15.1,2.2
4028,1980,3,11,12.5,2.7
4029,1980,3,12,13.3,0.2
4030,1980,3,13,14.8,2.2
4031,1980,3,14,11.5,3.7
4032,1980,3,15,11.2,-0.2
4033,1980,3,16,13.6,1.2
4034,1980,3,17,17.4,2.9
