,Year,Mon,Day,tmax,tmin
3284,1980,1,1,6.8,1.9
3285,1980,1,2,8.8,4.0
3286,1980,1,3,9.7,5.0
3287,1980,1,4,8.9,-0.5
3288,1980,1,5,3.8,-6.7
3289,1980,1,6,4.1,-5.8
3290,1980,1,7,-0.1,-8.1
3291,1980,1,8,5.3,-9.7
3292,1980,1,9,5.9,-2.1
3293,1980,1,10,2.9,-5.0
3294,1980,1,11,2.0,-9.0
3295,1980,1,12,2.7,-9.3
3296,1980,1,13,6.6,-4.6
3297,1980,1,14,3.9,-7.9
3298,1980,1,15,3.9,-8.7
3299,1980,1,16,4.3,-5.2
3300,1980,1,17,2.8,-10.8
3301,1980,1,18,0.2,-13.3
3302,1980,1,19,1.5,-7.9
3303,1980,1,20,2.8,-3.5
3304,1980,1,21,1.2,-5.8
3305,1980,1,22,2.5,-10.7
3306,1980,1,23,7.7,-10.4
3307,1980,1,24,7.7,-6.5
3308,1980,1,25,8.5,-8.9
3309,1980,1,26,8.5,-7.1
3310,1980,1,27,12.7,0.3
3311,1980,1,28,12.2,3.2
3312,1980,1,29,7.3,3.0
3313,1980,1,30,3.0,-8.0
3314,1980,1,31,-1.2,-8.5
3315,1980,2,1,0.9,-9.1
3316,1980,2,2,2.4,-6.1
3317,1980,2,3,2.2,-6.5
3318,1980,2,4,0.1,-5.8
3319,1980,2,5,-2.7,-10.3
3320,1980,2,6,-0.6,-12.7
3321,1980,2,7,0.3,-11.1
3322,1980,2,8,-0.1,-10.5
3323,1980,2,9,1.9,-12.3
3324,1980,2,10,4.8,-9.7
3325,1980,2,11,6.4,-6.7
3326,1980,2,12,5.9,-6.6
3327,1980,2,13,5.6,-7.3
3328,1980,2,14,4.6,-5.9
3329,1980,2,15,3.9,-6.9
3330,1980,2,16,6.1,-7.3
3331,1980,2,17,8.0,-9.5
3332,1980,2,18,5.3,-6.3
3333,1980,2,19,8.9,-2.9
3334,1980,2,20,11.7,-4.4
3335,1980,2,21,9.5,-3.2
3336,1980,2,22,10.7,-5.8
3337,1980,2,23,10.9,-4.2
3338,1980,2,24,14.1,-3.8
3339,1980,2,25,13.9,-1.9
3340,1980,2,26,13.7,2.4
3341,1980,2,27,9.7,0.2
3342,1980,2,28,12.6,-4.4
3343,1980,2,29,13.3,-4.3
3344,1980,3,1,11.7,-0.4
3345,1980,3,2,11.9,-4.9
3346,1980,3,3,13.5,-1.4
3347,1980,3,4,8.8,0.7
3348,1980,3,5,11.8,0.2
3349,1980,3,6,13.9,-2.0
3350,1980,3,7,14.0,3.5
3351,1980,3,8,13.6,2.4
3352,1980,3,9,9.4,6.1
3353,1980,3,10,13.5,0.4
