,Year,Mon,tmax,tmin
3044,1980,1,7.2,-4.1
3045,1980,1,5.6,3.0
3046,1980,1,5.9,0.9
3047,1980,1,1.5,-5.9
3048,1980,1,-1.7,-11.1
3049,1980,1,3.3,-8.2
3050,1980,1,-6.1,-14.7
3051,1980,1,-2.5,-9.8
3052,1980,1,2.9,-5.9
3053,1980,1,0.5,-11.0
3054,1980,1,-3.9,-16.6
3055,1980,1,-0.7,-13.8
3056,1980,1,0.3,-8.9
3057,1980,1,-1.7,-13.6
3058,1980,1,-0.9,-14.3
3059,1980,1,-3.1,-18.1
3060,1980,1,-7.6,-19.4
3061,1980,1,-6.2,-23.8
3062,1980,1,-0.9,-13.8
3063,1980,1,-2.3,-11.1
3064,1980,1,-4.3,-12.9
3065,1980,1,-4.0,-18.6
3066,1980,1,-1.6,-13.0
3067,1980,1,1.5,-15.7
3068,1980,1,2.9,-16.1
3069,1980,1,8.3,-13.6
3070,1980,1,6.7,-1.2
3071,1980,1,8.9,-2.1
3072,1980,1,4.5,0.2
3073,1980,1,0.3,-13.9
3074,1980,1,-8.4,-15.8
3075,1980,2,-5.8,-17.4
3076,1980,2,-3.1,-10.7
3077,1980,2,-3.3,-10.1
3078,1980,2,-6.7,-17.4
3079,1980,2,-7.0,-19.7
3080,1980,2,-8.3,-19.4
3081,1980,2,-6.4,-20.9
3082,1980,2,-7.0,-19.7
3083,1980,2,-3.9,-19.8
3084,1980,2,-0.3,-17.1
3085,1980,2,2.9,-8.7
3086,1980,2,-0.7,-11.8
3087,1980,2,-1.3,-12.9
3088,1980,2,-1.9,-15.5
3089,1980,2,-0.3,-12.6
3090,1980,2,1.4,-13.6
3091,1980,2,4.1,-13.8
3092,1980,2,3.2,-9.4
3093,1980,2,4.4,-4.4
3094,1980,2,6.9,-7.9
3095,1980,2,5.6,-8.3
3096,1980,2,5.2,-8.9
3097,1980,2,7.3,-2.0
3098,1980,2,4.8,-1.4
3099,1980,2,12.4,-3.4
3100,1980,2,11.1,0.3
3101,1980,2,7.3,-4.6
3102,1980,2,8.4,-4.0
3103,1980,2,11.8,-4.4
3104,1980,3,7.4,-0.9
3105,1980,3,8.6,-6.3
3106,1980,3,10.4,-4.3
3107,1980,3,12.2,-2.4
3108,1980,3,11.3,-0.3
3109,1980,3,12.1,-4.8
3110,1980,3,11.8,-0.1
3111,1980,3,17.2,-2.9
3112,1980,3,8.6,1.9
3113,1980,3,9.4,-1.3
3114,1980,3,7.7,-4.7
3115,1980,3,8.6,-5.1
3116,1980,3,11.4,-5.2
3117,1980,3,7.0,-1.0
3118,1980,3,8.1,-5.4
3119,1980,3,10.4,-2.9
3120,1980,3,11.9,-3.1
3121,1980,3,11.4,-1.8
3122,1980,3,13.4,-2.6
3123,1980,3,10.6,0.3
3124,1980,3,12.1,-3.2
3125,1980,3,6.6,0.8
3126,1980,3,5.2,-0.9
3127,1980,3,7.3,-5.8
3128,1980,3,9.3,-3.1
3129,1980,3,9.9,-1.1
3130,1980,3,14.3,-5.4
3131,1980,3,16.1,-3.6
3132,1980,3,16.7,2.8
3133,1980,3,18.8,-1.8
3134,1980,3,10.7,4.6
3135,1980,4,11.8,1.7
3136,1980,4,12.9,-2.3
3137,1980,4,20.5,-1.8
3138,1980,4,23.1,1.0
3139,1980,4,17.8,14.8
3140,1980,4,15.4,5.3
3141,1980,4,15.6,4.5
3142,1980,4,16.3,5.2
3143,1980,4,18.3,4.6
3144,1980,4,17.8,1.0
3145,1980,4,19.2,1.5
3146,1980,4,15.4,8.0
3147,1980,4,10.3,7.4
3148,1980,4,7.8,2.0
3149,1980,4,11.4,-0.6
3150,1980,4,10.4,2.2
3151,1980,4,12.0,3.0
3152,1980,4,19.9,0.4
3153,1980,4,21.3,3.7
3154,1980,4,13.6,3.0
3155,1980,4,14.9,0.3
3156,1980,4,16.4,-0.7
3157,1980,4,13.5,1.2
3158,1980,4,14.1,-0.6
3159,1980,4,17.0,-0.7
3160,1980,4,20.7,-0.2
3161,1980,4,15.1,6.6
3162,1980,4,15.4,3.8
3163,1980,4,19.2,2.8
3164,1980,4,20.7,5.5
3165,1980,5,21.1,3.7
3166,1980,5,23.9,4.5
3167,1980,5,21.4,6.1
3168,1980,5,21.6,8.8
3169,1980,5,21.1,3.3
3170,1980,5,19.6,6.6
3171,1980,5,22.1,4.8
3172,1980,5,20.2,6.8
3173,1980,5,18.3,6.1
3174,1980,5,24.3,5.0
3175,1980,5,26.9,6.3
3176,1980,5,17.4,12.8
3177,1980,5,20.3,13.3
3178,1980,5,22.1,11.6
3179,1980,5,23.3,12.2
3180,1980,5,17.4,7.4
3181,1980,5,20.6,2.2
3182,1980,5,23.3,4.7
3183,1980,5,17.7,8.8
3184,1980,5,22.7,10.5
3185,1980,5,27.1,9.2
3186,1980,5,28.2,10.2
3187,1980,5,25.9,12.6
3188,1980,5,27.3,9.8
3189,1980,5,19.7,16.4
3190,1980,5,18.5,10.1
3191,1980,5,23.4,6.9
3192,1980,5,26.3,15.4
3193,1980,5,26.9,9.8
3194,1980,5,30.0,13.1
3195,1980,5,29.4,15.5
3196,1980,6,25.1,18.7
3197,1980,6,22.7,12.1
3198,1980,6,22.6,11.6
3199,1980,6,26.5,13.5
3200,1980,6,27.5,12.2
3201,1980,6,29.1,12.5
3202,1980,6,30.6,13.4
3203,1980,6,26.1,17.5
3204,1980,6,21.3,15.9
3205,1980,6,26.1,17.3
3206,1980,6,26.7,17.5
3207,1980,6,26.4,15.7
3208,1980,6,30.4,18.4
3209,1980,6,31.5,17.4
3210,1980,6,30.2,17.6
3211,1980,6,26.1,21.9
3212,1980,6,27.8,20.9
3213,1980,6,27.2,19.1
3214,1980,6,28.0,16.6
3215,1980,6,25.8,19.3
3216,1980,6,27.4,17.4
3217,1980,6,28.6,15.2
3218,1980,6,28.1,18.7
3219,1980,6,29.8,17.3
3220,1980,6,22.7,19.2
3221,1980,6,21.5,18.2
3222,1980,6,21.3,18.0
3223,1980,6,27.0,17.9
3224,1980,6,29.8,18.5
3225,1980,6,24.5,18.1
3226,1980,7,22.1,16.4
3227,1980,7,24.2,16.3
3228,1980,7,28.1,15.9
3229,1980,7,23.5,18.9
3230,1980,7,23.3,18.7
3231,1980,7,28.3,19.0
3232,1980,7,28.8,20.1
3233,1980,7,27.3,18.5
3234,1980,7,30.0,19.9
3235,1980,7,28.2,19.4
3236,1980,7,28.0,20.0
3237,1980,7,29.2,17.7
3238,1980,7,29.4,18.6
3239,1980,7,22.1,18.7
3240,1980,7,28.0,18.3
3241,1980,7,29.6,16.3
3242,1980,7,30.3,18.0
3243,1980,7,23.2,19.0
3244,1980,7,30.0,20.2
3245,1980,7,29.9,22.2
3246,1980,7,26.6,21.8
3247,1980,7,26.3,21.6
3248,1980,7,28.8,20.3
3249,1980,7,28.7,18.7
3250,1980,7,23.8,18.9
3251,1980,7,28.6,20.4
3252,1980,7,28.5,20.5
3253,1980,7,24.2,20.8
3254,1980,7,24.9,19.3
3255,1980,7,28.2,17.9
3256,1980,7,28.5,13.9
3257,1980,8,29.4,13.0
3258,1980,8,28.0,13.1
3259,1980,8,26.6,13.1
3260,1980,8,26.5,16.9
3261,1980,8,26.7,17.2
3262,1980,8,27.1,15.5
3263,1980,8,22.3,16.3
3264,1980,8,22.5,16.7
3265,1980,8,25.0,17.4
3266,1980,8,26.5,18.4
3267,1980,8,28.7,19.1
3268,1980,8,27.9,18.9
3269,1980,8,25.2,20.6
3270,1980,8,25.5,21.0
3271,1980,8,27.2,19.3
3272,1980,8,27.6,18.3
3273,1980,8,25.2,19.2
3274,1980,8,27.7,20.1
3275,1980,8,29.2,20.0
3276,1980,8,25.4,19.3
3277,1980,8,26.8,19.2
3278,1980,8,28.8,19.3
3279,1980,8,29.1,18.9
3280,1980,8,28.2,17.1
3281,1980,8,24.4,19.2
3282,1980,8,24.7,18.4
3283,1980,8,25.4,19.1
3284,1980,8,26.5,18.3
3285,1980,8,21.7,17.6
3286,1980,8,24.9,18.9
3287,1980,8,28.5,16.8
3288,1980,9,28.0,17.8
3289,1980,9,26.3,18.3
3290,1980,9,27.7,18.0
3291,1980,9,27.3,16.2
3292,1980,9,26.0,17.0
3293,1980,9,23.9,15.8
3294,1980,9,24.7,14.8
3295,1980,9,26.7,12.6
3296,1980,9,25.7,11.5
3297,1980,9,18.1,14.9
3298,1980,9,18.9,14.3
3299,1980,9,24.1,12.0
3300,1980,9,25.3,10.8
3301,1980,9,26.3,13.5
3302,1980,9,26.9,12.1
3303,1980,9,23.8,12.0
3304,1980,9,23.6,8.3
