,Year,Mon,tmax,tmin
3649,1980,1,6.8,-2.4
3650,1980,1,8.9,4.7
3651,1980,1,6.5,2.0
3652,1980,1,3.8,-4.5
3653,1980,1,0.3,-8.8
3654,1980,1,0.6,-6.9
3655,1980,1,-0.3,-16.9
3656,1980,1,4.2,-18.4
3657,1980,1,5.6,-3.1
3658,1980,1,1.4,-8.0
3659,1980,1,-0.1,-11.1
3660,1980,1,2.5,-12.0
3661,1980,1,1.7,-5.4
3662,1980,1,2.1,-9.1
3663,1980,1,0.9,-9.5
3664,1980,1,2.9,-15.1
3665,1980,1,-1.8,-16.0
3666,1980,1,-1.4,-17.6
3667,1980,1,0.2,-10.7
3668,1980,1,-0.6,-4.8
3669,1980,1,-1.7,-7.7
3670,1980,1,-1.7,-14.1
3671,1980,1,1.5,-15.6
3672,1980,1,4.3,-12.0
3673,1980,1,6.9,-12.8
3674,1980,1,9.1,-9.0
3675,1980,1,14.7,-0.5
3676,1980,1,13.7,0.1
3677,1980,1,7.3,-0.2
3678,1980,1,0.2,-10.7
3679,1980,1,-5.5,-11.8
3680,1980,2,-1.9,-13.3
3681,1980,2,-0.3,-9.0
3682,1980,2,1.3,-8.5
3683,1980,2,-2.9,-11.1
3684,1980,2,-5.4,-16.0
3685,1980,2,-5.5,-14.6
3686,1980,2,-5.9,-18.6
3687,1980,2,-4.1,-18.0
3688,1980,2,-2.1,-18.1
3689,1980,2,1.5,-8.6
3690,1980,2,4.3,-11.2
3691,1980,2,0.7,-11.1
3692,1980,2,2.5,-12.4
3693,1980,2,-0.3,-11.0
3694,1980,2,0.7,-11.4
3695,1980,2,2.3,-12.5
3696,1980,2,4.9,-13.6
3697,1980,2,4.4,-8.2
3698,1980,2,3.6,-3.3
3699,1980,2,7.6,-5.7
3700,1980,2,4.7,-4.5
3701,1980,2,5.5,-8.0
3702,1980,2,8.5,-4.3
3703,1980,2,10.4,-4.2
3704,1980,2,13.5,-3.8
3705,1980,2,12.0,-0.3
3706,1980,2,5.5,-4.4
3707,1980,2,9.3,-4.4
3708,1980,2,10.4,-4.8
3709,1980,3,6.8,-2.0
3710,1980,3,8.6,-6.1
3711,1980,3,10.4,-3.2
3712,1980,3,9.6,-0.9
3713,1980,3,11.2,-1.7
3714,1980,3,13.1,-3.7
3715,1980,3,14.6,-0.2
3716,1980,3,14.1,-1.8
3717,1980,3,9.1,4.1
3718,1980,3,8.9,-0.7
3719,1980,3,6.5,-2.8
3720,1980,3,10.5,-5.8
3721,1980,3,13.7,-3.5
3722,1980,3,4.3,-1.7
3723,1980,3,7.5,-6.6
3724,1980,3,12.0,-2.9
3725,1980,3,15.1,-2.7
3726,1980,3,14.1,-1.1
3727,1980,3,15.6,-0.1
3728,1980,3,14.7,-1.2
3729,1980,3,10.7,-0.6
3730,1980,3,5.8,-0.2
3731,1980,3,2.4,-2.6
3732,1980,3,6.2,-5.5
3733,1980,3,9.5,-4.9
3734,1980,3,9.2,-3.0
3735,1980,3,14.5,-5.8
3736,1980,3,17.5,-3.2
3737,1980,3,9.7,1.3
3738,1980,3,20.7,-0.4
3739,1980,3,11.3,5.3
3740,1980,4,11.8,-1.8
3741,1980,4,13.5,-1.9
3742,1980,4,18.4,-2.0
3743,1980,4,20.3,2.7
3744,1980,4,19.0,14.2
3745,1980,4,18.0,2.7
3746,1980,4,17.2,1.1
3747,1980,4,16.3,2.9
3748,1980,4,18.4,2.9
3749,1980,4,19.2,-0.5
3750,1980,4,18.2,1.2
3751,1980,4,15.4,12.0
3752,1980,4,14.0,4.8
3753,1980,4,8.2,1.4
3754,1980,4,9.7,2.6
3755,1980,4,9.2,2.3
3756,1980,4,13.4,3.8
3757,1980,4,15.6,2.7
3758,1980,4,18.6,8.6
3759,1980,4,15.3,2.0
3760,1980,4,15.1,-0.3
3761,1980,4,18.6,-0.9
3762,1980,4,14.3,1.3
3763,1980,4,12.9,-1.1
3764,1980,4,16.7,-0.6
3765,1980,4,22.1,-0.9
3766,1980,4,13.1,7.5
3767,1980,4,18.0,5.5
3768,1980,4,21.8,3.7
3769,1980,4,21.0,7.8
3770,1980,5,22.1,3.5
3771,1980,5,24.4,3.4
3772,1980,5,21.5,8.3
3773,1980,5,21.4,9.6
3774,1980,5,24.3,3.6
3775,1980,5,18.4,4.3
3776,1980,5,20.3,4.0
3777,1980,5,13.6,7.4
3778,1980,5,15.3,5.5
3779,1980,5,23.6,3.0
3780,1980,5,28.8,5.4
3781,1980,5,18.6,11.9
3782,1980,5,24.0,14.0
3783,1980,5,24.7,13.2
3784,1980,5,23.5,11.1
3785,1980,5,16.6,6.0
3786,1980,5,18.6,2.0
3787,1980,5,23.7,3.8
3788,1980,5,22.6,10.9
3789,1980,5,17.2,11.2
3790,1980,5,23.9,9.6
3791,1980,5,28.9,6.9
3792,1980,5,26.1,11.1
3793,1980,5,26.0,9.2
3794,1980,5,22.4,14.9
3795,1980,5,19.5,9.3
3796,1980,5,22.4,4.6
3797,1980,5,26.7,10.5
3798,1980,5,26.9,7.8
3799,1980,5,28.9,14.1
3800,1980,5,28.1,14.0
3801,1980,6,23.6,17.0
3802,1980,6,20.0,12.6
3803,1980,6,23.7,9.1
3804,1980,6,21.3,11.2
3805,1980,6,28.5,8.1
3806,1980,6,29.9,10.1
3807,1980,6,28.3,10.6
3808,1980,6,24.8,17.2
3809,1980,6,21.5,15.3
3810,1980,6,27.4,16.6
3811,1980,6,28.3,14.6
3812,1980,6,26.2,15.3
3813,1980,6,31.3,14.0
3814,1980,6,29.7,17.3
3815,1980,6,29.6,19.0
3816,1980,6,28.1,19.7
3817,1980,6,24.8,19.2
3818,1980,6,27.4,17.8
3819,1980,6,24.6,17.0
3820,1980,6,25.6,16.7
3821,1980,6,28.1,15.8
3822,1980,6,28.6,17.4
3823,1980,6,29.1,18.0
3824,1980,6,30.0,18.1
3825,1980,6,24.6,19.3
3826,1980,6,21.3,16.6
3827,1980,6,27.1,15.4
3828,1980,6,27.0,17.1
3829,1980,6,29.7,19.0
3830,1980,6,22.4,16.9
3831,1980,7,26.2,16.5
3832,1980,7,24.4,18.0
3833,1980,7,21.8,18.6
3834,1980,7,23.2,17.9
3835,1980,7,25.8,18.4
3836,1980,7,25.4,18.1
3837,1980,7,29.2,18.0
3838,1980,7,28.5,18.0
3839,1980,7,29.4,18.4
3840,1980,7,24.8,17.5
3841,1980,7,23.2,17.1
3842,1980,7,29.8,15.4
3843,1980,7,27.5,19.7
3844,1980,7,26.5,18.3
3845,1980,7,26.5,17.9
3846,1980,7,27.8,17.0
3847,1980,7,23.0,18.3
3848,1980,7,25.6,18.3
3849,1980,7,24.8,18.6
3850,1980,7,30.3,22.2
3851,1980,7,29.7,22.8
3852,1980,7,29.0,23.0
3853,1980,7,28.7,17.7
3854,1980,7,28.7,14.4
3855,1980,7,20.6,15.9
3856,1980,7,29.3,19.2
3857,1980,7,31.5,21.0
3858,1980,7,26.6,21.0
3859,1980,7,24.6,20.0
3860,1980,7,26.2,18.6
3861,1980,7,27.5,14.6
3862,1980,8,28.3,16.9
3863,1980,8,27.6,14.2
3864,1980,8,26.7,12.0
3865,1980,8,25.7,11.4
3866,1980,8,25.6,16.0
3867,1980,8,26.4,17.2
3868,1980,8,23.8,16.2
3869,1980,8,24.4,17.0
3870,1980,8,27.6,17.6
3871,1980,8,27.2,18.4
3872,1980,8,29.7,16.8
3873,1980,8,25.8,18.2
3874,1980,8,23.7,18.8
3875,1980,8,25.0,18.8
3876,1980,8,23.6,18.2
3877,1980,8,25.0,18.5
3878,1980,8,25.7,18.6
3879,1980,8,25.7,18.2
3880,1980,8,27.5,18.4
3881,1980,8,28.3,19.4
3882,1980,8,27.8,19.1
3883,1980,8,28.1,18.2
3884,1980,8,27.4,17.5
3885,1980,8,28.6,16.7
3886,1980,8,22.4,15.8
3887,1980,8,25.8,19.7
3888,1980,8,27.9,18.2
3889,1980,8,24.6,16.4
3890,1980,8,21.7,16.9
3891,1980,8,21.4,16.8
3892,1980,8,28.3,14.7
3893,1980,9,28.1,15.5
3894,1980,9,28.3,16.9
3895,1980,9,27.9,16.7
3896,1980,9,27.2,14.3
3897,1980,9,24.8,16.3
3898,1980,9,22.3,13.2
3899,1980,9,26.4,11.8
3900,1980,9,26.1,9.4
3901,1980,9,26.6,10.1
3902,1980,9,18.2,14.0
3903,1980,9,18.9,12.0
3904,1980,9,24.2,9.4
3905,1980,9,24.2,9.0
3906,1980,9,27.2,7.4
3907,1980,9,27.7,8.7
3908,1980,9,24.8,10.3
3909,1980,9,22.6,8.4
3910,1980,9,24.4,7.5
3911,1980,9,24.5,9.4
3912,1980,9,25.6,11.0
3913,1980,9,22.6,11.7
3914,1980,9,16.7,7.6
3915,1980,9,19.9,3.8
3916,1980,9,21.8,6.7
3917,1980,9,23.4,6.7
3918,1980,9,25.0,3.4
3919,1980,9,25.4,4.8
3920,1980,9,25.0,5.5
3921,1980,9,21.5,7.4
3922,1980,9,22.4,4.8
3923,1980,10,23.0,3.7
3924,1980,10,24.0,3.1
3925,1980,10,24.5,3.4
3926,1980,10,25.2,3.3
3927,1980,10,17.7,9.4
3928,1980,10,19.0,12.0
3929,1980,10,24.4,9.5
3930,1980,10,22.4,6.6
3931,1980,10,22.5,4.5
3932,1980,10,16.7,12.2
3933,1980,10,21.1,13.2
3934,1980,10,20.3,15.1
3935,1980,10,20.8,13.7
3936,1980,10,18.4,5.2
3937,1980,10,21.3,3.0
3938,1980,10,19.3,4.2
3939,1980,10,23.0,7.5
3940,1980,10,15.7,7.5
3941,1980,10,23.4,6.4
3942,1980,10,21.6,4.4
3943,1980,10,13.6,-0.5
3944,1980,10,15.3,-4.3
3945,1980,10,18.2,-3.8
3946,1980,10,13.7,3.6
3947,1980,10,14.3,0.5
3948,1980,10,5.5,-0.3
3949,1980,10,10.7,0.6
3950,1980,10,12.8,-3.2
3951,1980,10,13.7,-2.1
3952,1980,10,14.2,-3.0
3953,1980,10,9.5,-2.3
3954,1980,11,14.3,-3.6
3955,1980,11,13.0,-1.3
3956,1980,11,13.7,-4.5
3957,1980,11,15.1,-3.0
3958,1980,11,19.4,1.9
3959,1980,11,18.9,4.8
3960,1980,11,17.6,1.1
3961,1980,11,8.0,1.0
3962,1980,11,11.0,-2.0
3963,1980,11,15.3,-4.4
3964,1980,11,16.5,-2.3
3965,1980,11,17.7,1.5
3966,1980,11,4.2,-4.5
3967,1980,11,11.7,-7.0
3968,1980,11,15.5,-3.4
3969,1980,11,16.5,-2.4
3970,1980,11,18.1,-2.1
3971,1980,11,18.2,-2.3
3972,1980,11,21.0,-2.1
3973,1980,11,19.3,0.3
3974,1980,11,14.7,8.3
3975,1980,11,17.9,4.4
3976,1980,11,15.2,0.5
3977,1980,11,14.1,2.6
3978,1980,11,9.6,4.2
3979,1980,11,14.3,1.3
3980,1980,11,10.7,2.1
3981,1980,11,11.8,1.5
3982,1980,11,12.3,-1.1
3983,1980,11,12.9,-1.5
3984,1980,12,13.7,-4.4
3985,1980,12,8.9,-1.5
3986,1980,12,4.8,-4.2
3987,1980,12,-0.9,-7.1
3988,1980,12,3.5,-14.0
3989,1980,12,6.2,-5.8
3990,1980,12,6.2,-5.3
3991,1980,12,4.6,-6.3
3992,1980,12,1.6,-4.2
3993,1980,12,8.8,-2.8
3994,1980,12,10.6,-2.7
3995,1980,12,2.2,-9.3
3996,1980,12,-3.0,-18.5
3997,1980,12,0.5,-16.9
3998,1980,12,-0.7,-16.6
3999,1980,12,0.4,-14.7
4000,1980,12,4.2,-15.0
4001,1980,12,4.8,-8.6
4002,1980,12,0.8,-7.1
4003,1980,12,-2.1,-14.1
4004,1980,12,1.0,-15.7
4005,1980,12,5.3,-13.4
4006,1980,12,1.2,-2.8
4007,1980,12,2.5,-11.1
4008,1980,12,2.8,-10.9
4009,1980,12,-1.4,-16.2
4010,1980,12,-4.9,-17.9
4011,1980,12,-4.9,-12.2
4012,1980,12,-6.1,-20.7
4013,1980,12,-2.6,-21.9
4014,1980,12,2.1,-20.3
4015,1981,1,2.7,-17.5
4016,1981,1,-3.0,-7.5
4017,1981,1,-4.6,-19.9
4018,1981,1,-3.9,-22.1
4019,1981,1,-4.1,-19.7
4020,1981,1,-3.9,-21.7
4021,1981,1,0.0,-19.5
4022,1981,1,2.3,-20.6
4023,1981,1,3.5,-15.1
4024,1981,1,-1.7,-7.7
4025,1981,1,-0.7,-13.6
4026,1981,1,0.0,-17.4
4027,1981,1,-2.3,-16.5
4028,1981,1,-0.4,-20.5
4029,1981,1,0.7,-17.6
4030,1981,1,-3.0,-18.5
4031,1981,1,0.6,-21.7
4032,1981,1,3.6,-9.9
4033,1981,1,0.3,-6.6
4034,1981,1,-0.1,-9.5
4035,1981,1,-1.3,-15.6
4036,1981,1,-1.7,-18.8
4037,1981,1,3.8,-19.7
4038,1981,1,1.1,-3.6
4039,1981,1,-1.5,-12.9
4040,1981,1,-3.3,-16.7
4041,1981,1,-1.1,-20.3
4042,1981,1,0.9,-16.0
4043,1981,1,1.9,-12.1
4044,1981,1,1.4,-16.2
4045,1981,1,3.2,-14.5
4046,1981,2,3.0,-10.1
4047,1981,2,3.7,-16.9
4048,1981,2,-2.5,-12.2
4049,1981,2,0.5,-16.8
4050,1981,2,2.6,-16.5
4051,1981,2,2.3,-11.9
4052,1981,2,1.7,-5.3
4053,1981,2,5.7,-10.4
4054,1981,2,3.7,-4.6
4055,1981,2,3.1,-6.3
4056,1981,2,5.8,-10.5
4057,1981,2,4.6,-8.5
4058,1981,2,5.7,0.2
4059,1981,2,11.3,-1.6
4060,1981,2,8.8,-2.1
4061,1981,2,4.6,0.4
4062,1981,2,5.0,-3.0
4063,1981,2,6.7,-4.7
4064,1981,2,4.6,-3.2
4065,1981,2,1.4,-3.5
4066,1981,2,3.6,-5.0
4067,1981,2,8.6,-4.8
4068,1981,2,9.8,-0.4
4069,1981,2,2.3,-6.5
4070,1981,2,-5.4,-11.7
4071,1981,2,-8.8,-15.4
4072,1981,2,-3.3,-16.6
4073,1981,2,3.6,-12.4
4074,1981,3,4.9,-3.8
4075,1981,3,9.0,-6.8
4076,1981,3,5.6,-3.6
4077,1981,3,6.6,-4.6
4078,1981,3,8.2,-5.9
4079,1981,3,4.3,-6.5
4080,1981,3,11.0,-7.0
4081,1981,3,13.0,-4.3
4082,1981,3,3.5,-2.0
4083,1981,3,8.0,-4.3
4084,1981,3,13.8,-6.9
4085,1981,3,17.0,-4.8
4086,1981,3,16.5,1.5
4087,1981,3,11.6,3.9
4088,1981,3,4.8,-3.4
4089,1981,3,9.2,-6.8
4090,1981,3,16.1,-5.4
4091,1981,3,18.7,-1.4
4092,1981,3,20.6,-0.5
4093,1981,3,19.6,-2.1
4094,1981,3,21.4,-0.1
4095,1981,3,20.0,0.1
4096,1981,3,17.6,-0.5
4097,1981,3,11.7,5.0
4098,1981,3,10.8,4.3
4099,1981,3,6.2,-0.1
4100,1981,3,10.9,-1.7
4101,1981,3,16.4,1.4
4102,1981,3,15.9,-1.1
4103,1981,3,16.5,0.3
4104,1981,3,18.4,1.6
4105,1981,4,11.7,3.6
4106,1981,4,11.3,-0.6
4107,1981,4,11.2,-4.8
4108,1981,4,18.0,2.9
4109,1981,4,11.2,0.7
4110,1981,4,17.6,-1.1
4111,1981,4,23.6,-0.7
4112,1981,4,20.4,2.8
4113,1981,4,13.7,10.2
4114,1981,4,17.1,7.2
4115,1981,4,20.8,4.9
4116,1981,4,20.4,5.8
4117,1981,4,13.9,2.3
