,Year,Mon,tmax,tmin
6939,1980,1,7.7,4.7
6940,1980,1,8.1,6.0
6941,1980,1,9.4,5.2
6942,1980,1,6.4,-2.5
6943,1980,1,3.1,-6.5
6944,1980,1,4.9,-4.1
6945,1980,1,-1.0,-8.6
6946,1980,1,4.9,-10.2
6947,1980,1,7.4,-2.2
6948,1980,1,3.4,-6.1
6949,1980,1,1.4,-7.9
6950,1980,1,2.0,-10.2
6951,1980,1,4.3,-2.4
6952,1980,1,2.8,-5.0
6953,1980,1,2.3,-6.3
6954,1980,1,3.8,-4.6
6955,1980,1,1.8,-11.2
6956,1980,1,0.9,-12.6
6957,1980,1,1.4,-8.1
6958,1980,1,1.6,-4.1
6959,1980,1,0.6,-5.6
6960,1980,1,1.3,-8.3
6961,1980,1,7.6,-7.1
6962,1980,1,7.1,-2.9
6963,1980,1,8.0,-8.1
6964,1980,1,10.5,-7.8
6965,1980,1,13.9,-0.4
6966,1980,1,13.0,5.1
6967,1980,1,6.6,3.7
6968,1980,1,3.7,-8.8
6969,1980,1,-3.2,-10.4
6970,1980,2,-0.3,-8.9
6971,1980,2,1.9,-6.4
6972,1980,2,2.5,-4.1
6973,1980,2,-2.2,-6.7
6974,1980,2,-3.2,-10.8
6975,1980,2,-2.2,-10.7
6976,1980,2,-2.6,-10.4
6977,1980,2,-1.8,-9.7
6978,1980,2,0.7,-10.4
6979,1980,2,4.4,-6.7
6980,1980,2,6.4,-3.7
6981,1980,2,4.4,-4.3
6982,1980,2,3.9,-5.1
6983,1980,2,3.0,-5.0
6984,1980,2,3.1,-5.5
6985,1980,2,6.5,-5.0
6986,1980,2,7.6,-4.4
6987,1980,2,4.1,-6.3
6988,1980,2,7.5,-0.5
6989,1980,2,11.3,-3.0
6990,1980,2,10.2,-0.3
6991,1980,2,9.8,-4.0
6992,1980,2,11.7,1.0
6993,1980,2,13.5,-2.3
6994,1980,2,13.5,-0.9
6995,1980,2,14.8,4.4
6996,1980,2,9.1,2.2
6997,1980,2,11.8,-1.1
6998,1980,2,13.6,-1.5
6999,1980,3,10.6,2.4
7000,1980,3,12.6,-1.8
7001,1980,3,13.9,0.5
7002,1980,3,8.0,2.5
7003,1980,3,11.4,0.2
7004,1980,3,14.7,-1.3
7005,1980,3,14.9,5.9
7006,1980,3,14.1,1.0
7007,1980,3,9.5,6.5
7008,1980,3,12.5,5.0
7009,1980,3,9.7,1.7
7010,1980,3,12.0,-1.7
7011,1980,3,14.9,0.7
7012,1980,3,9.7,3.2
7013,1980,3,10.4,-0.1
7014,1980,3,14.1,3.4
7015,1980,3,16.5,1.8
7016,1980,3,9.6,4.6
7017,1980,3,16.4,3.2
7018,1980,3,18.1,3.3
7019,1980,3,11.7,3.3
7020,1980,3,8.0,1.1
7021,1980,3,6.0,0.8
7022,1980,3,9.6,-1.0
7023,1980,3,12.3,0.5
7024,1980,3,13.2,3.0
