,Year,Mon,tmax,tmin
4383,1980,1,5.6,-0.2
4384,1980,1,7.4,4.8
4385,1980,1,6.0,3.0
4386,1980,1,3.0,-2.9
4387,1980,1,1.9,-5.1
4388,1980,1,6.0,-3.8
4389,1980,1,-0.6,-7.8
4390,1980,1,5.6,-5.2
4391,1980,1,8.4,0.0
4392,1980,1,2.4,-5.7
4393,1980,1,-1.2,-7.4
4394,1980,1,2.6,-6.0
4395,1980,1,1.9,-2.3
4396,1980,1,1.5,-4.6
4397,1980,1,2.4,-5.2
4398,1980,1,3.2,-6.5
4399,1980,1,-2.2,-11.5
4400,1980,1,-2.8,-13.0
4401,1980,1,1.9,-6.8
4402,1980,1,2.1,-3.3
4403,1980,1,-1.1,-6.7
4404,1980,1,-1.6,-7.5
4405,1980,1,5.6,-7.3
4406,1980,1,2.5,-3.6
4407,1980,1,2.9,-5.2
4408,1980,1,7.6,-2.9
4409,1980,1,14.6,2.2
4410,1980,1,12.4,4.6
4411,1980,1,6.4,0.5
4412,1980,1,0.8,-8.8
4413,1980,1,-4.9,-9.2
4414,1980,2,-2.5,-10.0
4415,1980,2,1.0,-6.2
4416,1980,2,0.9,-3.2
4417,1980,2,-2.0,-8.0
4418,1980,2,-4.4,-9.8
4419,1980,2,-5.0,-10.0
4420,1980,2,-3.8,-12.4
4421,1980,2,-4.2,-10.5
4422,1980,2,-2.4,-10.6
4423,1980,2,2.4,-4.6
4424,1980,2,4.1,-4.8
4425,1980,2,-0.4,-5.7
4426,1980,2,-1.2,-5.7
4427,1980,2,0.8,-5.4
4428,1980,2,1.8,-4.8
4429,1980,2,0.4,-5.9
4430,1980,2,3.4,-6.4
4431,1980,2,2.8,-2.3
4432,1980,2,3.8,-3.0
4433,1980,2,4.0,-2.8
4434,1980,2,2.9,-2.8
4435,1980,2,3.0,-4.2
4436,1980,2,7.0,-1.7
4437,1980,2,8.7,0.5
4438,1980,2,13.0,-1.1
4439,1980,2,11.4,1.4
4440,1980,2,3.1,-1.8
4441,1980,2,7.8,-1.8
4442,1980,2,14.0,0.6
4443,1980,3,6.2,0.6
4444,1980,3,6.0,-2.0
4445,1980,3,8.8,-0.5
4446,1980,3,8.2,1.8
4447,1980,3,6.5,1.8
4448,1980,3,11.5,-1.8
4449,1980,3,12.4,4.6
4450,1980,3,13.3,2.8
4451,1980,3,9.6,4.0
4452,1980,3,5.5,2.1
4453,1980,3,3.4,-0.7
4454,1980,3,5.4,-2.2
4455,1980,3,6.6,-0.9
4456,1980,3,4.8,0.7
4457,1980,3,5.4,0.4
4458,1980,3,8.2,-0.5
4459,1980,3,11.9,0.8
4460,1980,3,11.4,2.9
4461,1980,3,13.7,1.0
4462,1980,3,9.2,3.4
4463,1980,3,9.3,1.1
4464,1980,3,6.4,1.0
4465,1980,3,3.9,1.4
4466,1980,3,5.2,0.5
4467,1980,3,8.1,-0.8
4468,1980,3,6.7,2.3
4469,1980,3,10.6,-1.0
4470,1980,3,14.8,0.4
4471,1980,3,13.2,6.5
4472,1980,3,13.6,3.2
4473,1980,3,9.4,5.3
4474,1980,4,9.8,4.8
4475,1980,4,11.7,2.7
4476,1980,4,19.6,3.7
4477,1980,4,23.2,8.3
4478,1980,4,18.5,14.7
4479,1980,4,16.4,5.0
4480,1980,4,12.4,5.0
4481,1980,4,14.6,7.1
4482,1980,4,15.8,6.1
4483,1980,4,13.9,3.0
4484,1980,4,20.2,6.8
4485,1980,4,14.6,12.2
4486,1980,4,13.4,5.4
4487,1980,4,9.6,4.6
4488,1980,4,9.5,4.2
4489,1980,4,10.6,4.8
4490,1980,4,11.0,5.0
4491,1980,4,20.8,6.8
4492,1980,4,20.7,9.3
4493,1980,4,13.5,7.8
4494,1980,4,12.8,6.9
4495,1980,4,15.6,4.2
4496,1980,4,11.6,5.9
4497,1980,4,11.4,5.7
4498,1980,4,14.8,5.0
4499,1980,4,21.8,5.2
4500,1980,4,12.0,8.3
4501,1980,4,14.9,6.6
4502,1980,4,19.2,7.1
4503,1980,4,15.8,7.7
4504,1980,5,17.7,7.0
4505,1980,5,22.6,8.6
4506,1980,5,22.7,13.1
4507,1980,5,17.6,12.4
4508,1980,5,22.0,8.8
4509,1980,5,14.5,8.7
4510,1980,5,18.6,8.3
4511,1980,5,16.5,11.3
4512,1980,5,17.4,9.7
4513,1980,5,20.3,7.8
4514,1980,5,23.9,11.2
4515,1980,5,18.7,12.2
4516,1980,5,18.5,12.0
4517,1980,5,24.6,10.9
4518,1980,5,18.8,12.0
4519,1980,5,14.0,10.4
4520,1980,5,18.1,7.4
4521,1980,5,23.9,8.9
4522,1980,5,22.0,13.8
4523,1980,5,18.8,13.7
4524,1980,5,19.9,12.4
4525,1980,5,22.0,11.0
4526,1980,5,24.6,13.5
4527,1980,5,26.6,14.2
4528,1980,5,21.9,14.8
4529,1980,5,15.0,11.3
4530,1980,5,21.4,10.4
4531,1980,5,23.8,14.2
4532,1980,5,23.9,13.3
4533,1980,5,26.2,16.3
4534,1980,5,23.3,15.3
4535,1980,6,26.2,15.1
4536,1980,6,19.0,14.4
4537,1980,6,23.2,13.7
4538,1980,6,24.6,16.8
4539,1980,6,24.8,14.6
4540,1980,6,30.5,16.2
4541,1980,6,29.1,18.3
4542,1980,6,22.3,15.6
4543,1980,6,20.3,15.3
4544,1980,6,25.1,16.0
4545,1980,6,23.9,16.0
4546,1980,6,23.0,17.3
4547,1980,6,26.4,17.6
4548,1980,6,28.3,17.8
4549,1980,6,26.2,20.2
4550,1980,6,27.8,19.2
4551,1980,6,22.4,17.8
4552,1980,6,22.7,16.4
4553,1980,6,25.7,17.9
4554,1980,6,23.4,18.4
4555,1980,6,24.7,17.1
4556,1980,6,25.0,18.2
4557,1980,6,26.8,18.4
4558,1980,6,29.4,19.8
4559,1980,6,24.2,19.0
4560,1980,6,19.1,18.0
4561,1980,6,24.8,17.6
4562,1980,6,26.0,19.6
4563,1980,6,26.8,19.6
4564,1980,6,22.6,18.3
4565,1980,7,22.6,18.2
4566,1980,7,23.2,18.0
4567,1980,7,24.3,18.9
4568,1980,7,23.0,18.8
4569,1980,7,25.2,19.1
4570,1980,7,25.7,18.8
4571,1980,7,25.1,18.3
4572,1980,7,23.5,18.6
4573,1980,7,27.4,19.4
4574,1980,7,25.2,18.6
4575,1980,7,24.8,19.6
4576,1980,7,27.8,19.2
4577,1980,7,28.2,19.6
4578,1980,7,24.5,20.0
4579,1980,7,25.9,19.3
4580,1980,7,28.8,19.8
4581,1980,7,24.5,20.8
4582,1980,7,24.9,20.8
4583,1980,7,26.6,21.3
4584,1980,7,30.5,23.1
4585,1980,7,29.3,24.1
4586,1980,7,26.8,25.3
4587,1980,7,26.6,22.2
4588,1980,7,27.8,20.2
4589,1980,7,22.4,20.9
4590,1980,7,28.6,21.6
4591,1980,7,28.1,22.1
4592,1980,7,26.9,22.0
4593,1980,7,23.4,21.0
4594,1980,7,27.4,20.4
4595,1980,7,27.8,19.2
4596,1980,8,28.2,19.9
4597,1980,8,28.1,19.6
4598,1980,8,27.3,18.9
4599,1980,8,27.0,18.7
4600,1980,8,27.4,20.6
4601,1980,8,26.4,20.0
4602,1980,8,25.8,19.0
4603,1980,8,25.1,19.2
4604,1980,8,27.0,19.8
4605,1980,8,26.4,20.3
4606,1980,8,27.8,19.4
4607,1980,8,27.0,20.8
4608,1980,8,24.9,20.4
4609,1980,8,24.8,21.3
4610,1980,8,27.7,20.2
4611,1980,8,28.4,20.7
4612,1980,8,27.1,21.1
4613,1980,8,26.8,21.0
4614,1980,8,26.7,21.5
4615,1980,8,25.6,21.3
4616,1980,8,28.9,20.6
4617,1980,8,28.0,21.2
4618,1980,8,27.8,20.8
4619,1980,8,28.2,20.7
4620,1980,8,24.6,18.5
4621,1980,8,25.2,21.2
4622,1980,8,27.7,20.6
4623,1980,8,26.5,20.4
4624,1980,8,23.2,20.0
4625,1980,8,22.6,20.2
4626,1980,8,27.5,19.3
4627,1980,9,28.4,19.5
4628,1980,9,27.8,20.0
4629,1980,9,27.4,20.3
4630,1980,9,28.1,18.6
4631,1980,9,25.4,20.6
4632,1980,9,24.1,18.8
4633,1980,9,25.8,18.3
4634,1980,9,26.6,15.1
4635,1980,9,26.0,17.7
