,Year,Mon,Day,tmax,tmin
6939,1980,1,1,7.6,-0.4
6940,1980,1,2,10.6,6.8
6941,1980,1,3,7.0,3.4
6942,1980,1,4,3.4,-3.0
6943,1980,1,5,1.2,-6.8
6944,1980,1,6,4.4,-2.7
6945,1980,1,7,-2.7,-8.3
6946,1980,1,8,5.9,-5.8
6947,1980,1,9,9.2,1.2
6948,1980,1,10,2.0,-6.2
6949,1980,1,11,0.4,-9.1
6950,1980,1,12,3.8,-8.4
6951,1980,1,13,2.8,-4.2
6952,1980,1,14,2.4,-7.1
6953,1980,1,15,1.7,-4.9
6954,1980,1,16,4.1,-7.3
6955,1980,1,17,-2.0,-12.0
6956,1980,1,18,-1.8,-12.5
6957,1980,1,19,0.9,-7.1
6958,1980,1,20,0.9,-3.9
6959,1980,1,21,-1.8,-7.4
6960,1980,1,22,-0.4,-7.9
6961,1980,1,23,6.5,-7.9
6962,1980,1,24,4.2,-4.5
6963,1980,1,25,5.0,-7.1
6964,1980,1,26,12.1,-4.9
6965,1980,1,27,14.4,5.0
6966,1980,1,28,13.4,4.8
6967,1980,1,29,6.8,0.5
6968,1980,1,30,0.5,-8.5
6969,1980,1,31,-4.2,-10.3
6970,1980,2,1,-1.8,-9.5
6971,1980,2,2,0.8,-5.1
6972,1980,2,3,0.5,-3.5
6973,1980,2,4,-3.0,-6.9
6974,1980,2,5,-3.9,-9.3
6975,1980,2,6,-5.0,-10.4
6976,1980,2,7,-4.7,-13.2
6977,1980,2,8,-4.0,-12.8
6978,1980,2,9,-1.3,-12.1
6979,1980,2,10,3.0,-6.3
6980,1980,2,11,4.5,-4.7
6981,1980,2,12,1.6,-6.7
6982,1980,2,13,1.8,-7.6
6983,1980,2,14,0.5,-5.9
6984,1980,2,15,2.0,-7.0
6985,1980,2,16,2.1,-7.7
6986,1980,2,17,5.8,-8.6
6987,1980,2,18,5.6,-4.7
6988,1980,2,19,5.4,-2.3
6989,1980,2,20,7.4,-3.9
6990,1980,2,21,6.2,-3.6
6991,1980,2,22,5.9,-5.9
6992,1980,2,23,8.7,-2.1
6993,1980,2,24,10.6,-0.5
6994,1980,2,25,15.5,-1.4
6995,1980,2,26,12.4,1.2
6996,1980,2,27,6.0,-1.8
6997,1980,2,28,10.6,-1.0
6998,1980,2,29,13.4,0.4
6999,1980,3,1,7.4,-0.8
7000,1980,3,2,8.8,-4.0
7001,1980,3,3,11.7,-1.6
7002,1980,3,4,9.0,1.5
7003,1980,3,5,10.5,1.1
7004,1980,3,6,12.2,-1.9
7005,1980,3,7,16.1,4.6
7006,1980,3,8,15.1,1.9
7007,1980,3,9,11.1,5.3
7008,1980,3,10,10.0,2.4
7009,1980,3,11,6.8,-1.2
7010,1980,3,12,9.0,-3.7
7011,1980,3,13,12.3,-1.5
7012,1980,3,14,6.6,-0.3
7013,1980,3,15,8.6,-3.9
7014,1980,3,16,11.8,-0.8
7015,1980,3,17,14.8,-0.6
7016,1980,3,18,13.8,0.5
7017,1980,3,19,16.6,2.0
7018,1980,3,20,14.5,4.6
7019,1980,3,21,10.5,1.4
7020,1980,3,22,7.1,1.0
7021,1980,3,23,4.2,0.1
7022,1980,3,24,7.6,-2.8
7023,1980,3,25,9.8,-1.6
7024,1980,3,26,11.0,0.7
7025,1980,3,27,14.2,-2.5
7026,1980,3,28,16.9,0.1
7027,1980,3,29,12.9,5.7
7028,1980,3,30,19.9,2.6
7029,1980,3,31,12.4,5.8
7030,1980,4,1,12.7,3.0
7031,1980,4,2,14.2,1.8
7032,1980,4,3,21.3,3.2
7033,1980,4,4,23.4,10.5
7034,1980,4,5,20.2,15.8
7035,1980,4,6,19.7,5.2
7036,1980,4,7,16.2,3.2
7037,1980,4,8,16.6,6.4
7038,1980,4,9,19.2,6.7
7039,1980,4,10,17.9,2.6
7040,1980,4,11,21.1,4.9
7041,1980,4,12,18.2,13.5
7042,1980,4,13,15.6,5.2
7043,1980,4,14,9.8,4.3
7044,1980,4,15,11.1,5.0
7045,1980,4,16,10.4,4.7
7046,1980,4,17,12.5,4.8
7047,1980,4,18,18.7,7.6
7048,1980,4,19,21.1,10.2
7049,1980,4,20,16.2,7.0
7050,1980,4,21,15.6,4.0
7051,1980,4,22,18.8,2.4
7052,1980,4,23,15.0,3.9
7053,1980,4,24,14.2,2.1
7054,1980,4,25,18.1,1.8
7055,1980,4,26,23.8,3.1
7056,1980,4,27,14.0,9.0
7057,1980,4,28,17.6,8.3
7058,1980,4,29,22.0,6.0
7059,1980,4,30,22.0,10.2
7060,1980,5,1,21.8,7.2
7061,1980,5,2,27.2,8.3
7062,1980,5,3,24.0,14.3
7063,1980,5,4,21.9,13.2
7064,1980,5,5,24.9,10.0
7065,1980,5,6,19.6,7.1
7066,1980,5,7,22.4,7.7
7067,1980,5,8,15.2,10.4
7068,1980,5,9,16.9,7.1
7069,1980,5,10,23.4,7.1
7070,1980,5,11,28.7,10.3
7071,1980,5,12,20.6,13.9
7072,1980,5,13,21.6,15.2
7073,1980,5,14,25.9,13.9
7074,1980,5,15,23.7,13.2
7075,1980,5,16,17.9,9.3
7076,1980,5,17,20.2,5.3
7077,1980,5,18,23.8,7.4
7078,1980,5,19,22.6,13.5
7079,1980,5,20,18.5,13.1
7080,1980,5,21,24.5,11.5
7081,1980,5,22,26.9,10.0
7082,1980,5,23,26.3,14.3
7083,1980,5,24,27.4,13.5
7084,1980,5,25,23.6,17.4
7085,1980,5,26,18.7,10.9
7086,1980,5,27,23.8,8.2
7087,1980,5,28,27.0,14.9
7088,1980,5,29,25.9,11.8
7089,1980,5,30,29.4,15.7
7090,1980,5,31,28.0,16.5
