,Year,Mon,tmax,tmin
2556,1980,1,6.06081,-1.80208
2557,1980,1,6.83993,1.23548
2558,1980,1,7.42427,1.86086
2559,1980,1,5.08691,-3.94624
2560,1980,1,0.80175,-7.60918
2561,1980,1,3.82084,-7.07314
2562,1980,1,-3.97036,-9.57466
2563,1980,1,0.80175,-10.02136
2564,1980,1,6.83993,-8.05588
2565,1980,1,1.38609,-7.8772
2566,1980,1,-0.95127,-11.8975
2567,1980,1,2.35999,-13.2376
2568,1980,1,2.74955,-8.23456
2569,1980,1,2.35999,-7.16248
2570,1980,1,0.99653,-11.0041
2571,1980,1,0.99653,-6.71578
2572,1980,1,-1.73039,-14.30968
2573,1980,1,-2.89907,-16.72186
2574,1980,1,1.19131,-10.91476
2575,1980,1,-0.07476,-5.10766
2576,1980,1,-1.14605,-7.51984
2577,1980,1,-0.95127,-13.77364
2578,1980,1,6.35298,-11.54014
2579,1980,1,4.79474,-8.50258
2580,1980,1,6.06081,-11.71882
2581,1980,1,8.88512,-10.82542
2582,1980,1,12.68333,-4.7503
2583,1980,1,13.65723,0.1634
2584,1980,1,4.59996,-0.2833
2585,1980,1,0.80175,-11.0041
2586,1980,1,-5.13904,-12.16552
2587,1980,2,-2.79556,-10.52459
2588,1980,2,-0.0790000000000001,-7.41121
2589,1980,2,0.30908,-6.49551
2590,1980,2,-4.34788,-10.43302
2591,1980,2,-4.83298,-14.18739
2592,1980,2,-4.15384,-10.15831
2593,1980,2,-4.63894,-15.65251
2594,1980,2,-3.76576,-14.4621
2595,1980,2,-1.14622,-15.10309
2596,1980,2,1.8614,-12.72227
2597,1980,2,4.772,-4.02312
2598,1980,2,2.44352,-7.77749
2599,1980,2,1.47332,-7.50278
2600,1980,2,0.69716,-8.32691
2601,1980,2,1.76438,-6.40394
2602,1980,2,4.38392,-9.42575
2603,1980,2,6.03326,-11.44029
2604,1980,2,4.96604,-9.15104
2605,1980,2,5.93624,-4.02312
2606,1980,2,9.23492,-6.40394
2607,1980,2,7.6826,-6.95336
2608,1980,2,7.48856,-6.58708
2609,1980,2,9.1379,-2.83271
2610,1980,2,11.75744,-5.12196
2611,1980,2,12.14552,-4.57254
2612,1980,2,12.72764,0.37224
2613,1980,2,7.6826,-1.91701
2614,1980,2,9.42896,-2.74114
2615,1980,2,13.30976,-4.93882
2616,1980,3,11.85529,0.0821499999999999
2617,1980,3,12.24253,-5.36306
2618,1980,3,13.8883,-3.07034
2619,1980,3,9.82228,-0.20444
2620,1980,3,11.9521,-0.87315
2621,1980,3,14.56597,-3.45246
2622,1980,3,15.63088,1.03745
2623,1980,3,16.11493,-1.73292
2624,1980,3,9.0478,2.56593
2625,1980,3,11.66167,0.84639
2626,1980,3,10.11271,-1.73292
2627,1980,3,11.27443,-3.07034
2628,1980,3,14.17873,-2.78375
2629,1980,3,8.37013,0.5598
2630,1980,3,9.33823,-1.06421
2631,1980,3,13.59787,-1.15974
2632,1980,3,15.34045,-1.54186
2633,1980,3,7.88608,-0.29997
2634,1980,3,14.95321,0.75086
2635,1980,3,16.21174,1.22851
2636,1980,3,14.56597,-0.68209
2637,1980,3,7.1116,0.94192
2638,1980,3,7.01479,-0.3955
2639,1980,3,8.66056,-2.21057
2640,1980,3,11.27443,-2.40163
2641,1980,3,12.53296,-0.58656
2642,1980,3,16.88941,-2.97481
2643,1980,3,19.98733,-1.63739
2644,1980,3,11.9521,4.381
2645,1980,3,21.92353,3.33017
2646,1980,3,14.17873,6.38713
2647,1980,4,13.31561,5.30616
2648,1980,4,13.51319,1.68345
2649,1980,4,19.83575,-0.17435
2650,1980,4,21.81155,1.03322
2651,1980,4,20.3297,12.3658
2652,1980,4,20.62607,6.23506
2653,1980,4,16.27931,6.32795
2654,1980,4,16.47689,5.95639
2655,1980,4,17.46479,5.8635
2656,1980,4,16.27931,6.23506
2657,1980,4,20.62607,1.77634
2658,1980,4,12.4265,9.5791
2659,1980,4,11.33981,7.99997
2660,1980,4,7.98095,3.26258
2661,1980,4,11.33981,1.68345
2662,1980,4,10.35191,3.26258
2663,1980,4,13.11803,3.54125
2664,1980,4,17.56358,4.0057
2665,1980,4,21.81155,7.90708
2666,1980,4,16.47689,7.07107
2667,1980,4,16.67447,4.37726
