,Year,Mon,tmax,tmin
3652,1980,1,6.8,-1.9
3653,1980,1,8.8,4.6
3654,1980,1,7.8,3.4
3655,1980,1,4.9,-4.0
3656,1980,1,3.6,-8.2
3657,1980,1,1.4,-6.5
3658,1980,1,-1.3,-12.9
3659,1980,1,6.8,-12.2
3660,1980,1,8.3,-1.6
3661,1980,1,2.0,-6.8
3662,1980,1,2.6,-10.4
3663,1980,1,2.4,-9.4
3664,1980,1,3.8,-5.0
3665,1980,1,3.4,-8.1
3666,1980,1,2.1,-6.9
3667,1980,1,4.3,-11.0
3668,1980,1,2.4,-13.2
3669,1980,1,1.6,-15.1
3670,1980,1,0.4,-8.3
3671,1980,1,1.5,-4.0
3672,1980,1,0.2,-8.2
3673,1980,1,1.2,-11.4
3674,1980,1,4.2,-13.1
3675,1980,1,6.8,-7.4
3676,1980,1,8.4,-9.4
3677,1980,1,11.2,-6.6
3678,1980,1,15.8,2.2
3679,1980,1,13.2,0.9
3680,1980,1,8.8,1.5
3681,1980,1,1.5,-9.8
3682,1980,1,-2.0,-10.6
3683,1980,2,-0.6,-10.0
3684,1980,2,1.8,-8.7
3685,1980,2,2.1,-6.2
3686,1980,2,-0.6,-7.3
3687,1980,2,-2.6,-9.7
3688,1980,2,-1.8,-10.6
3689,1980,2,-1.9,-13.3
3690,1980,2,-0.9,-12.5
3691,1980,2,0.4,-14.3
3692,1980,2,2.9,-6.5
3693,1980,2,6.0,-7.6
3694,1980,2,3.1,-7.6
3695,1980,2,4.0,-10.2
3696,1980,2,2.4,-7.9
3697,1980,2,3.4,-10.1
3698,1980,2,6.0,-10.2
3699,1980,2,8.4,-10.8
3700,1980,2,4.6,-7.2
3701,1980,2,6.8,-3.0
3702,1980,2,11.8,-5.6
3703,1980,2,9.2,-4.5
3704,1980,2,9.8,-8.0
3705,1980,2,11.8,-5.2
3706,1980,2,13.9,-4.4
3707,1980,2,15.0,-4.4
3708,1980,2,14.7,1.3
3709,1980,2,9.4,-1.3
3710,1980,2,11.2,-4.6
3711,1980,2,12.2,-4.9
3712,1980,3,10.2,-1.5
3713,1980,3,13.1,-5.0
3714,1980,3,13.4,-2.2
3715,1980,3,9.8,0.2
3716,1980,3,12.9,1.4
3717,1980,3,14.9,-1.9
3718,1980,3,17.8,2.2
3719,1980,3,15.4,-0.7
3720,1980,3,8.6,4.8
3721,1980,3,12.2,1.4
3722,1980,3,9.8,-1.2
3723,1980,3,13.4,-5.0
3724,1980,3,15.3,-2.9
3725,1980,3,7.4,-2.1
3726,1980,3,10.3,-6.0
3727,1980,3,14.6,-2.3
3728,1980,3,18.1,-1.1
3729,1980,3,15.6,-1.4
3730,1980,3,16.8,0.1
3731,1980,3,16.5,-0.8
3732,1980,3,11.2,-0.4
3733,1980,3,7.5,-0.3
3734,1980,3,5.2,-1.5
3735,1980,3,8.4,-4.5
3736,1980,3,11.6,-3.8
3737,1980,3,12.1,-2.2
3738,1980,3,17.1,-5.2
3739,1980,3,19.1,-2.6
3740,1980,3,11.2,2.5
3741,1980,3,22.2,0.5
3742,1980,3,13.4,6.0
3743,1980,4,14.2,-0.4
3744,1980,4,15.6,-1.8
3745,1980,4,20.2,-2.0
3746,1980,4,22.0,2.6
3747,1980,4,17.0,15.2
3748,1980,4,18.2,4.8
3749,1980,4,18.2,1.6
3750,1980,4,17.2,4.0
3751,1980,4,21.3,7.2
3752,1980,4,20.2,1.2
3753,1980,4,19.2,2.9
3754,1980,4,15.6,12.2
3755,1980,4,15.7,5.9
3756,1980,4,7.8,2.0
3757,1980,4,11.2,3.1
3758,1980,4,9.8,3.6
3759,1980,4,14.9,3.6
3760,1980,4,17.7,3.8
3761,1980,4,21.2,10.8
3762,1980,4,17.4,4.2
3763,1980,4,17.6,1.0
3764,1980,4,20.3,0.8
3765,1980,4,15.8,1.6
3766,1980,4,14.9,0.7
3767,1980,4,18.6,1.0
3768,1980,4,24.0,-0.2
3769,1980,4,15.7,8.6
3770,1980,4,19.4,5.8
3771,1980,4,22.6,3.7
3772,1980,4,24.0,9.7
3773,1980,5,23.4,5.2
3774,1980,5,25.0,4.2
3775,1980,5,22.2,9.8
