,강릉,강화,거제,거창,고흥,광주,구미,군산,금산,남원,남해,대관령,대구,대전,목포,문경,밀양,보령,보은,부산,부안,부여,산청,서귀포,서산,서울,성산,속초,수원,양평,여수,영덕,영주,영천,완도,울산,울진,원주,의성,이천,인제,인천,임실,장흥,전주,정읍,제주,제천,진주,천안,청주,추풍령,춘천,충주,통영,포항,합천,해남,홍천
1981,88.12,75.5,97.48,96.84,97.24,97.42,97.09,91.78,96.9,96.93,97.48,0.0,97.38,97.32,97.62,97.08,97.02,95.87,96.91,97.7,97.3,97.06,97.11,94.93,95.7,95.44,98.06,60.96,97.36,97.0,89.98,91.98,96.94,97.0,91.2,97.48,78.19,97.08,96.6,97.09,81.91,78.82,95.87,97.16,97.32,97.24,96.44,88.85,97.12,97.12,97.26,97.06,97.08,97.06,97.64,97.62,97.02,97.28,96.79
1982,90.74,96.18,97.44,96.86,97.22,97.38,97.08,97.56,96.92,96.94,97.43,0.0,97.36,97.26,97.58,97.11,97.02,97.33,96.88,97.66,97.29,97.06,97.08,82.32,97.26,97.49,97.66,70.54,97.32,96.98,97.23,94.66,96.98,97.0,97.68,97.44,80.93,97.05,96.65,97.06,91.03,96.89,96.86,97.14,97.28,97.22,92.42,96.8,97.1,97.09,97.21,96.72,97.06,97.03,97.61,97.59,97.01,97.26,96.78
1983,86.2,80.38,97.48,96.93,97.3,97.46,97.12,94.9,96.98,97.01,97.5,0.0,97.39,97.36,97.64,97.12,97.06,97.04,97.32,97.82,97.36,97.14,97.16,85.45,96.94,97.57,97.78,65.18,97.38,97.05,91.91,89.87,96.99,97.04,93.15,97.48,77.12,97.12,96.68,97.14,87.24,84.12,96.92,97.22,97.36,97.28,90.63,94.15,97.16,97.16,97.3,94.6,97.13,97.1,97.64,97.32,97.06,97.34,96.85
1984,97.56,90.42,97.5,96.89,97.25,97.42,97.13,97.1,96.94,96.96,97.47,0.0,97.38,97.29,97.6,97.13,97.06,97.36,96.9,97.7,97.32,97.09,97.12,80.08,97.29,97.52,97.66,79.46,97.34,96.99,94.86,97.34,97.01,97.06,95.86,97.48,87.02,97.06,96.7,97.08,96.46,93.44,96.87,97.18,97.32,97.24,94.22,96.84,97.16,97.12,97.24,97.2,97.08,97.05,97.65,97.62,97.06,97.3,96.79
1985,97.59,97.33,97.51,96.96,97.28,97.41,97.14,97.6,97.02,97.02,97.44,6.13,97.36,97.33,97.59,97.18,97.07,97.42,97.0,97.7,97.35,97.14,97.13,68.36,97.35,97.56,97.68,89.48,97.4,97.08,97.78,97.38,97.08,97.08,97.71,97.46,92.82,97.16,96.78,97.16,97.0,97.65,96.98,97.22,97.32,97.26,80.72,96.93,97.18,97.18,97.29,97.23,97.16,97.13,97.64,97.6,97.06,97.34,96.9
1986,91.82,91.41,97.5,96.9,97.26,97.43,97.14,97.22,96.96,96.98,97.48,0.0,97.4,97.28,97.62,97.14,97.07,97.34,96.88,97.7,97.33,97.1,97.14,84.66,97.28,97.52,97.67,71.48,97.32,96.98,94.98,95.65,97.01,97.07,96.28,97.5,81.41,97.06,96.7,97.07,94.18,93.7,96.88,97.19,97.33,97.26,93.4,96.83,97.16,97.1,97.23,97.21,97.07,97.04,97.65,97.64,97.07,97.3,96.79
1987,89.56,83.06,97.44,96.8,97.2,97.38,97.04,92.13,96.84,96.88,97.44,0.0,97.36,97.28,97.59,97.04,96.99,96.8,96.84,97.67,97.26,97.01,97.07,91.58,96.77,97.52,93.46,66.21,97.32,96.96,91.04,93.93,96.9,96.97,92.18,97.44,80.08,97.04,96.56,97.06,86.02,86.6,96.34,97.1,97.28,97.2,96.6,93.42,97.07,97.08,97.22,94.68,97.05,97.02,97.61,97.52,96.99,97.23,96.77
1988,97.55,97.34,97.48,96.94,97.25,97.38,97.12,97.58,97.01,97.0,97.42,12.75,97.31,97.32,97.57,97.16,97.04,97.42,97.01,98.08,97.34,97.12,97.1,62.5,97.35,97.54,96.61,94.0,97.38,97.08,97.76,97.34,97.06,97.04,97.68,97.43,97.46,97.16,96.75,97.16,97.0,97.64,96.98,97.2,97.3,97.24,77.89,96.92,97.14,97.18,97.27,97.22,97.16,97.12,97.62,97.56,97.04,97.32,96.92
1989,91.09,97.32,97.49,96.95,97.28,97.42,97.14,97.6,97.0,97.01,97.47,0.0,97.39,97.34,97.6,97.15,97.06,97.41,97.0,97.7,97.36,97.14,97.15,80.65,97.35,97.56,97.62,73.24,97.4,97.08,97.8,94.32,97.02,97.07,97.72,97.48,81.6,97.15,96.72,97.16,94.02,97.65,96.96,97.21,97.33,97.26,84.87,96.84,97.16,97.18,97.3,97.22,97.16,97.13,97.64,97.63,97.07,97.32,96.91
1990,97.59,97.36,97.5,96.96,97.27,97.4,97.14,97.59,97.02,97.01,97.43,8.59,97.35,97.35,97.58,97.18,97.06,97.45,97.04,97.68,97.35,97.14,97.12,71.72,97.38,97.58,97.68,90.24,97.42,97.11,97.77,97.38,97.08,97.07,97.7,97.45,93.68,97.18,96.78,97.18,97.02,97.67,96.99,97.22,97.31,97.25,76.03,96.94,97.17,97.21,97.31,97.23,97.18,97.16,97.63,97.59,97.06,97.34,96.95
1991,97.56,97.36,97.5,96.97,97.25,97.34,97.15,97.56,97.04,97.02,97.38,20.66,97.3,97.31,97.52,97.2,97.07,97.42,97.04,88.04,97.32,97.12,97.08,43.38,97.35,97.53,80.07,93.92,97.39,97.1,83.5,97.38,97.12,97.1,92.96,97.43,97.51,97.17,96.84,97.16,97.06,97.63,97.04,97.21,97.27,97.21,57.53,97.01,97.19,97.19,97.28,97.26,97.16,97.14,95.54,97.54,97.07,97.33,96.94
1992,87.52,92.66,97.56,96.96,97.28,97.44,97.16,97.46,97.01,97.02,97.48,0.0,97.43,97.32,97.61,97.15,97.1,97.38,96.95,94.68,97.36,97.15,97.16,79.2,97.32,97.56,94.62,72.0,97.38,97.06,95.46,91.96,97.03,97.08,96.0,97.49,78.94,97.14,96.72,97.15,90.96,93.29,96.96,97.22,97.34,97.28,83.78,95.12,97.19,97.16,97.28,89.84,97.14,97.12,96.96,91.7,97.1,97.33,96.88
1993,87.4,85.9,97.49,96.91,97.28,97.46,97.12,93.26,96.96,96.98,97.5,0.0,97.41,97.31,97.64,97.12,97.06,97.38,96.92,98.06,97.34,97.12,97.16,90.4,97.31,97.54,95.29,65.55,97.35,97.02,91.25,90.8,96.98,97.06,92.07,97.5,78.45,97.08,96.68,97.1,87.34,89.12,96.88,97.2,97.34,97.27,94.09,95.66,97.16,97.14,97.26,94.74,97.1,97.07,97.64,95.24,97.07,97.32,96.82
1994,97.54,97.37,97.48,96.96,97.25,97.36,97.11,97.57,97.04,97.01,97.4,33.76,97.27,97.32,97.54,97.16,97.04,97.44,97.04,87.29,97.34,97.13,97.09,47.5,97.36,97.55,83.9,97.62,97.4,97.1,87.64,97.33,97.08,97.04,94.74,97.4,97.53,97.18,96.8,97.17,97.06,97.65,97.02,97.2,97.28,97.22,61.44,96.98,97.15,97.2,97.28,97.22,97.18,97.15,94.0,97.52,97.02,97.32,96.95
1995,97.57,97.39,97.49,96.94,97.26,97.38,97.12,97.58,97.02,97.0,97.41,20.3,97.32,97.36,97.56,97.17,97.04,97.46,97.06,96.16,97.34,97.12,97.1,64.16,97.38,97.58,96.87,96.06,97.42,97.13,95.46,97.34,97.07,97.06,97.68,97.43,97.54,97.21,96.78,97.2,97.05,97.68,97.0,97.2,97.3,97.24,71.02,96.96,97.16,97.22,97.31,97.23,97.2,97.17,97.62,97.56,97.04,97.32,96.98
1996,97.52,97.33,97.5,96.98,97.28,97.39,97.14,97.58,97.05,97.04,97.43,31.14,97.32,97.3,97.56,97.16,97.08,97.41,97.01,95.24,97.35,97.15,97.12,60.25,97.34,97.52,92.1,97.6,97.38,97.08,94.86,97.32,97.08,97.09,97.68,97.45,97.52,97.15,96.8,97.14,97.04,97.62,97.04,97.23,97.32,97.25,69.49,96.98,97.18,97.17,97.26,97.24,97.14,97.12,97.64,97.57,97.07,97.34,96.9
1997,97.28,86.47,97.5,96.94,97.27,97.42,97.15,97.59,96.98,96.99,97.46,0.0,97.36,97.39,97.6,97.21,97.08,97.46,97.02,97.68,97.33,97.12,97.14,67.85,97.38,97.6,97.66,79.22,97.43,97.1,97.78,97.4,97.08,97.08,97.71,97.48,86.08,97.18,96.8,97.2,97.0,89.73,96.92,97.21,97.32,97.25,90.02,96.92,97.18,97.22,97.34,97.24,97.18,97.16,97.64,97.6,97.07,97.32,96.93
1998,97.57,97.4,97.5,96.94,97.26,97.41,97.12,97.6,96.99,97.0,97.45,9.31,97.36,97.36,97.59,97.17,97.06,97.44,97.02,97.68,97.34,97.12,97.12,69.56,97.36,97.58,97.68,92.82,97.41,97.1,97.78,97.36,97.08,97.06,97.71,97.46,96.56,97.18,96.77,97.18,97.02,98.1,96.95,97.2,97.32,97.26,85.65,96.94,97.16,97.2,97.31,97.22,97.17,97.16,97.64,97.6,97.06,97.32,96.92
1999,94.34,97.38,97.51,96.99,97.31,97.44,97.16,97.62,97.04,97.05,97.48,0.0,97.38,97.38,97.62,97.18,97.08,97.46,97.06,97.7,97.38,97.17,97.18,74.16,97.4,97.6,97.68,76.89,97.44,97.14,97.81,97.78,97.08,97.1,97.74,97.48,84.28,97.21,96.78,97.21,96.99,97.68,97.02,97.25,97.36,97.29,83.33,96.9,97.18,97.24,97.34,97.24,97.21,97.18,97.65,97.62,97.08,97.36,96.98
2000,97.58,97.35,97.48,96.96,97.27,97.39,97.12,97.59,97.04,97.02,97.43,13.96,97.32,97.32,97.57,97.18,97.04,97.42,97.02,94.25,97.35,97.14,97.12,52.81,97.36,97.56,88.54,90.89,97.4,97.08,92.0,97.37,97.08,97.06,97.69,97.43,94.52,97.16,96.79,97.16,97.05,97.65,97.0,97.22,97.31,97.25,71.05,96.96,97.15,97.19,97.28,97.22,97.17,97.13,97.62,97.57,97.04,97.34,96.94
2001,97.55,97.32,97.5,97.0,97.28,97.39,97.16,97.6,97.06,97.04,97.43,26.1,97.34,97.27,97.57,97.18,97.08,97.38,97.0,93.63,97.37,97.16,97.12,54.52,97.31,97.5,89.9,97.24,97.35,97.06,90.5,97.34,97.1,97.1,97.12,97.44,97.54,97.14,96.82,97.12,97.06,97.6,97.04,97.24,97.32,97.26,66.72,97.0,97.18,97.15,97.23,97.25,97.13,97.1,97.64,97.58,97.08,97.34,96.91
2002,97.56,97.3,97.52,97.0,97.3,97.4,97.17,97.6,97.07,97.06,97.44,34.01,97.33,97.26,97.58,97.21,97.1,97.36,96.96,87.4,97.37,97.17,97.14,44.54,97.29,97.48,82.04,97.65,97.33,97.03,89.71,97.36,97.13,97.12,96.48,97.46,97.56,97.1,96.85,97.1,97.1,97.6,97.06,97.25,97.32,97.26,66.92,97.04,97.22,97.12,97.2,97.28,97.1,97.07,94.24,97.58,97.1,97.36,96.86
