,Year,Mon,tmax,tmin
3106,1980,1,6.3,-6.8
3107,1980,1,5.4,0.4
3108,1980,1,5.8,-0.2
3109,1980,1,2.1,-5.9
3110,1980,1,-0.2,-12.4
3111,1980,1,1.9,-9.4
3112,1980,1,-4.4,-15.8
3113,1980,1,-0.7,-14.5
3114,1980,1,2.3,-5.0
3115,1980,1,-0.8,-11.1
3116,1980,1,-3.0,-18.3
3117,1980,1,-0.5,-13.2
3118,1980,1,2.1,-9.0
3119,1980,1,-1.2,-15.3
3120,1980,1,-0.2,-15.0
3121,1980,1,-1.8,-16.0
3122,1980,1,-7.5,-17.6
3123,1980,1,-3.0,-21.4
3124,1980,1,0.6,-11.6
3125,1980,1,-0.6,-10.0
3126,1980,1,-2.9,-15.0
3127,1980,1,-2.1,-18.8
3128,1980,1,-2.3,-13.3
3129,1980,1,4.2,-12.8
3130,1980,1,4.9,-15.7
3131,1980,1,9.8,-14.2
3132,1980,1,8.2,-1.3
3133,1980,1,11.3,-3.7
3134,1980,1,4.4,-0.2
3135,1980,1,-0.2,-13.8
3136,1980,1,-7.6,-16.6
3137,1980,2,-4.6,-20.0
3138,1980,2,-2.9,-15.7
3139,1980,2,-2.3,-10.9
3140,1980,2,-5.6,-16.8
3141,1980,2,-5.6,-20.3
3142,1980,2,-5.8,-19.8
3143,1980,2,-4.7,-21.2
3144,1980,2,-5.6,-20.6
3145,1980,2,-1.3,-20.3
3146,1980,2,0.1,-17.5
3147,1980,2,4.4,-7.6
3148,1980,2,1.5,-13.8
3149,1980,2,0.2,-14.7
3150,1980,2,-0.2,-18.0
3151,1980,2,1.6,-15.9
3152,1980,2,3.8,-15.8
3153,1980,2,6.6,-15.5
3154,1980,2,3.7,-11.9
3155,1980,2,6.3,-5.7
3156,1980,2,9.2,-10.1
3157,1980,2,7.8,-12.0
3158,1980,2,7.5,-11.3
3159,1980,2,8.8,-3.5
3160,1980,2,4.0,-6.2
3161,1980,2,12.3,-3.6
3162,1980,2,11.6,-1.2
3163,1980,2,9.3,-7.3
3164,1980,2,9.9,-8.5
3165,1980,2,12.0,-6.7
3166,1980,3,9.3,-4.0
3167,1980,3,10.7,-9.1
3168,1980,3,12.1,-6.5
3169,1980,3,12.7,-3.8
3170,1980,3,13.4,-4.8
3171,1980,3,13.6,-6.7
3172,1980,3,12.5,-1.3
3173,1980,3,17.2,-4.7
3174,1980,3,7.5,0.0
3175,1980,3,11.4,-3.0
3176,1980,3,9.5,-6.2
3177,1980,3,9.8,-7.4
3178,1980,3,12.5,-6.8
3179,1980,3,10.0,-0.9
3180,1980,3,9.8,-7.3
3181,1980,3,11.7,-5.6
3182,1980,3,12.1,-2.7
3183,1980,3,11.4,-2.8
3184,1980,3,13.2,-1.8
3185,1980,3,12.7,-2.2
3186,1980,3,14.0,-4.9
3187,1980,3,6.9,0.7
3188,1980,3,4.7,-1.0
3189,1980,3,8.9,-6.9
3190,1980,3,10.8,-4.7
3191,1980,3,11.7,-1.7
3192,1980,3,16.7,-6.4
3193,1980,3,17.9,-4.1
3194,1980,3,18.4,1.0
3195,1980,3,21.2,-2.6
3196,1980,3,11.3,2.4
3197,1980,4,12.8,0.9
3198,1980,4,14.3,-3.5
3199,1980,4,20.6,-3.1
3200,1980,4,23.2,0.0
3201,1980,4,17.4,12.0
3202,1980,4,15.3,3.8
3203,1980,4,16.1,0.6
3204,1980,4,16.8,4.9
3205,1980,4,19.1,3.8
3206,1980,4,18.8,1.9
3207,1980,4,20.4,1.8
3208,1980,4,14.1,5.9
3209,1980,4,9.5,4.2
3210,1980,4,8.7,1.2
3211,1980,4,13.5,-1.0
3212,1980,4,11.3,1.8
3213,1980,4,13.3,3.5
3214,1980,4,20.2,0.2
3215,1980,4,19.5,3.9
3216,1980,4,14.6,1.8
3217,1980,4,16.6,-1.1
3218,1980,4,16.8,-1.2
3219,1980,4,15.3,-0.8
3220,1980,4,16.1,-1.7
3221,1980,4,18.8,-1.0
3222,1980,4,22.2,-0.7
3223,1980,4,11.3,5.3
3224,1980,4,15.7,4.6
3225,1980,4,20.3,3.3
3226,1980,4,22.6,4.2
3227,1980,5,22.8,4.2
3228,1980,5,25.3,3.6
3229,1980,5,20.8,5.9
3230,1980,5,23.6,8.0
3231,1980,5,21.0,2.5
3232,1980,5,21.3,4.5
3233,1980,5,22.6,4.1
3234,1980,5,22.4,5.4
3235,1980,5,21.4,6.1
3236,1980,5,26.5,5.8
3237,1980,5,29.0,5.9
3238,1980,5,15.3,11.5
3239,1980,5,20.3,12.9
3240,1980,5,22.8,11.7
3241,1980,5,24.9,9.2
3242,1980,5,19.6,6.0
3243,1980,5,22.5,2.0
3244,1980,5,24.2,3.9
3245,1980,5,19.3,9.2
3246,1980,5,24.1,10.1
3247,1980,5,30.3,8.1
3248,1980,5,29.7,10.2
3249,1980,5,28.4,11.6
3250,1980,5,28.8,8.7
3251,1980,5,18.1,16.4
3252,1980,5,18.6,6.8
3253,1980,5,23.3,4.3
3254,1980,5,27.2,12.9
3255,1980,5,29.8,9.7
3256,1980,5,32.1,12.9
3257,1980,5,30.1,12.6
3258,1980,6,29.1,15.9
3259,1980,6,20.0,12.9
3260,1980,6,24.2,12.1
3261,1980,6,27.8,12.2
3262,1980,6,29.4,11.2
3263,1980,6,30.6,11.8
3264,1980,6,29.5,12.9
3265,1980,6,23.2,16.8
3266,1980,6,23.0,17.0
3267,1980,6,26.4,17.1
3268,1980,6,28.8,16.5
3269,1980,6,29.4,16.2
3270,1980,6,31.9,17.6
3271,1980,6,32.9,16.1
3272,1980,6,32.7,17.1
3273,1980,6,26.6,20.0
3274,1980,6,30.4,21.0
3275,1980,6,29.4,19.4
3276,1980,6,28.5,16.1
3277,1980,6,27.0,17.3
3278,1980,6,29.4,17.0
3279,1980,6,30.4,15.8
3280,1980,6,30.4,15.9
3281,1980,6,32.7,17.2
3282,1980,6,22.3,18.1
3283,1980,6,22.4,18.4
3284,1980,6,22.1,18.8
3285,1980,6,28.3,18.3
3286,1980,6,31.7,18.4
3287,1980,6,25.0,17.9
3288,1980,7,20.7,15.9
3289,1980,7,23.6,15.4
3290,1980,7,29.7,15.0
3291,1980,7,24.4,19.4
3292,1980,7,23.5,18.2
3293,1980,7,30.2,18.0
3294,1980,7,30.5,19.5
3295,1980,7,28.4,19.7
3296,1980,7,32.9,19.4
3297,1980,7,30.8,20.4
3298,1980,7,27.4,21.0
3299,1980,7,31.0,17.9
3300,1980,7,29.5,18.9
3301,1980,7,22.4,18.2
3302,1980,7,27.4,18.0
3303,1980,7,31.1,15.2
3304,1980,7,30.3,17.6
3305,1980,7,23.2,17.5
3306,1980,7,31.4,19.5
3307,1980,7,29.8,21.0
3308,1980,7,27.2,20.8
3309,1980,7,27.0,20.8
3310,1980,7,30.2,20.0
3311,1980,7,29.8,18.3
3312,1980,7,24.5,19.7
3313,1980,7,31.0,20.3
3314,1980,7,29.6,19.5
3315,1980,7,24.6,20.0
3316,1980,7,25.0,18.9
3317,1980,7,28.2,16.8
3318,1980,7,28.3,12.7
3319,1980,8,29.9,12.5
3320,1980,8,28.7,12.4
3321,1980,8,26.7,13.4
3322,1980,8,26.6,17.9
3323,1980,8,26.1,16.4
3324,1980,8,27.4,15.2
3325,1980,8,23.5,15.8
3326,1980,8,24.4,15.8
3327,1980,8,27.3,17.1
3328,1980,8,26.9,18.8
3329,1980,8,29.1,18.6
3330,1980,8,27.9,17.7
3331,1980,8,24.0,19.5
3332,1980,8,25.3,20.5
3333,1980,8,30.3,19.2
3334,1980,8,28.4,19.0
3335,1980,8,22.0,18.3
3336,1980,8,26.6,18.6
3337,1980,8,30.4,19.8
3338,1980,8,26.0,19.5
3339,1980,8,30.0,19.4
3340,1980,8,30.7,18.8
3341,1980,8,30.2,20.0
3342,1980,8,28.8,18.6
3343,1980,8,26.3,19.0
3344,1980,8,25.7,18.9
3345,1980,8,25.1,18.8
3346,1980,8,28.0,18.5
3347,1980,8,23.2,17.5
3348,1980,8,25.6,17.8
3349,1980,8,27.9,18.0
3350,1980,9,29.3,18.6
3351,1980,9,23.0,17.8
3352,1980,9,28.8,17.4
3353,1980,9,27.2,15.2
3354,1980,9,28.0,15.1
3355,1980,9,25.5,14.5
3356,1980,9,23.8,15.3
3357,1980,9,27.3,12.9
3358,1980,9,26.5,12.0
3359,1980,9,16.9,14.5
3360,1980,9,20.1,14.0
3361,1980,9,25.4,11.9
3362,1980,9,26.8,11.8
3363,1980,9,27.1,13.6
3364,1980,9,28.1,13.4
3365,1980,9,24.6,11.8
3366,1980,9,24.6,9.6
3367,1980,9,24.0,9.4
3368,1980,9,26.4,11.5
3369,1980,9,27.4,11.5
3370,1980,9,22.6,14.5
3371,1980,9,20.1,5.9
3372,1980,9,20.8,3.7
3373,1980,9,23.4,6.1
3374,1980,9,24.8,7.6
3375,1980,9,25.9,9.2
3376,1980,9,25.9,10.1
3377,1980,9,25.4,10.5
3378,1980,9,23.8,10.0
3379,1980,9,22.9,6.7
3380,1980,10,23.6,5.4
3381,1980,10,24.6,5.2
3382,1980,10,25.9,6.3
3383,1980,10,25.8,6.2
3384,1980,10,15.4,11.0
3385,1980,10,20.2,13.0
3386,1980,10,24.0,12.9
3387,1980,10,23.8,8.0
3388,1980,10,23.2,7.3
3389,1980,10,17.9,11.3
3390,1980,10,26.4,12.7
3391,1980,10,23.8,13.0
3392,1980,10,23.0,11.1
3393,1980,10,21.3,6.6
3394,1980,10,21.2,4.7
3395,1980,10,19.5,6.6
3396,1980,10,22.6,5.1
3397,1980,10,18.8,8.4
3398,1980,10,22.8,7.0
3399,1980,10,21.8,3.4
3400,1980,10,14.6,-0.7
3401,1980,10,15.4,-4.6
3402,1980,10,19.2,-3.8
3403,1980,10,16.7,-1.7
3404,1980,10,10.9,-0.2
3405,1980,10,5.6,-0.4
3406,1980,10,11.4,-2.1
3407,1980,10,12.8,-5.8
3408,1980,10,14.4,-5.7
3409,1980,10,13.0,-4.5
3410,1980,10,10.4,-3.0
3411,1980,11,11.7,-3.8
3412,1980,11,13.9,-1.3
3413,1980,11,14.9,-4.4
3414,1980,11,12.5,-1.5
3415,1980,11,18.9,2.9
3416,1980,11,18.5,4.8
3417,1980,11,17.4,2.2
3418,1980,11,8.5,-4.1
3419,1980,11,10.9,-6.8
3420,1980,11,15.1,-3.5
3421,1980,11,17.4,2.9
3422,1980,11,16.0,3.0
3423,1980,11,4.5,-6.0
3424,1980,11,7.5,-7.6
3425,1980,11,12.0,-2.8
3426,1980,11,14.3,-2.8
3427,1980,11,15.9,-1.6
3428,1980,11,16.4,-2.4
3429,1980,11,19.7,-1.2
3430,1980,11,14.2,-1.4
3431,1980,11,13.9,7.4
3432,1980,11,17.1,3.5
3433,1980,11,16.0,0.8
3434,1980,11,9.0,1.7
3435,1980,11,12.6,3.1
3436,1980,11,13.1,1.7
3437,1980,11,11.6,0.3
3438,1980,11,14.7,-0.2
3439,1980,11,11.2,-1.4
3440,1980,11,11.9,-2.2
3441,1980,12,11.7,-5.8
3442,1980,12,7.0,-4.0
3443,1980,12,2.9,-7.3
3444,1980,12,-2.5,-14.4
3445,1980,12,1.8,-15.4
3446,1980,12,5.7,-5.0
3447,1980,12,6.0,-6.7
3448,1980,12,4.2,-10.3
3449,1980,12,0.6,-9.6
3450,1980,12,7.1,-6.3
3451,1980,12,2.3,-0.4
3452,1980,12,0.6,-13.2
3453,1980,12,-5.1,-15.1
3454,1980,12,-2.4,-13.7
3455,1980,12,-0.7,-15.3
3456,1980,12,1.4,-14.9
3457,1980,12,3.6,-13.2
3458,1980,12,4.5,-11.0
3459,1980,12,1.1,-13.0
3460,1980,12,-1.6,-12.8
3461,1980,12,0.1,-16.4
