,Year,Mon,Day,tmax,tmin
5113,1980,1,1,4.4,-3.6
5114,1980,1,2,3.1,1.0
5115,1980,1,3,5.3,0.8
5116,1980,1,4,1.8,-5.2
5117,1980,1,5,-0.2,-9.7
5118,1980,1,6,1.0,-9.2
5119,1980,1,7,-4.3,-13.5
5120,1980,1,8,-1.0,-9.7
5121,1980,1,9,1.4,-3.4
5122,1980,1,10,0.2,-12.2
5123,1980,1,11,-3.6,-18.0
5124,1980,1,12,-2.3,-9.3
5125,1980,1,13,0.6,-9.0
5126,1980,1,14,0.0,-14.4
5127,1980,1,15,0.8,-13.3
5128,1980,1,16,-1.5,-14.1
5129,1980,1,17,-7.3,-16.5
5130,1980,1,18,-5.5,-18.7
5131,1980,1,19,0.4,-9.6
5132,1980,1,20,-1.2,-11.2
5133,1980,1,21,-2.7,-14.7
5134,1980,1,22,-1.4,-16.2
5135,1980,1,23,-0.6,-9.6
5136,1980,1,24,4.0,-11.2
5137,1980,1,25,2.6,-12.6
5138,1980,1,26,6.0,-10.3
5139,1980,1,27,5.8,-1.3
5140,1980,1,28,8.3,-2.5
5141,1980,1,29,5.0,-0.1
5142,1980,1,30,0.4,-13.0
5143,1980,1,31,-8.0,-15.6
5144,1980,2,1,-4.2,-17.3
5145,1980,2,2,-3.0,-12.2
5146,1980,2,3,-2.0,-8.6
5147,1980,2,4,-5.5,-14.2
5148,1980,2,5,-6.2,-16.0
5149,1980,2,6,-6.6,-16.7
5150,1980,2,7,-5.2,-18.2
5151,1980,2,8,-5.4,-17.1
5152,1980,2,9,-1.3,-16.5
5153,1980,2,10,0.4,-14.4
5154,1980,2,11,4.0,-8.2
5155,1980,2,12,1.7,-11.5
5156,1980,2,13,0.2,-12.2
5157,1980,2,14,-0.2,-15.5
5158,1980,2,15,1.6,-11.8
5159,1980,2,16,3.5,-13.0
5160,1980,2,17,6.6,-12.8
5161,1980,2,18,2.5,-9.1
5162,1980,2,19,6.9,-5.7
5163,1980,2,20,8.8,-7.8
5164,1980,2,21,7.8,-9.0
5165,1980,2,22,7.5,-8.8
5166,1980,2,23,9.4,-0.6
5167,1980,2,24,6.4,-3.8
5168,1980,2,25,11.0,-2.0
5169,1980,2,26,12.4,-0.5
5170,1980,2,27,8.8,-4.8
5171,1980,2,28,10.6,-6.4
5172,1980,2,29,11.7,-3.7
5173,1980,3,1,9.8,-1.9
5174,1980,3,2,10.7,-6.2
5175,1980,3,3,12.2,-4.0
5176,1980,3,4,9.8,-1.3
5177,1980,3,5,13.2,-2.7
5178,1980,3,6,12.9,-4.2
5179,1980,3,7,12.2,0.7
5180,1980,3,8,14.9,-2.2
5181,1980,3,9,9.8,1.3
5182,1980,3,10,11.5,-0.8
5183,1980,3,11,9.6,-3.9
5184,1980,3,12,9.7,-5.2
5185,1980,3,13,12.4,-4.4
5186,1980,3,14,9.8,1.2
5187,1980,3,15,9.0,-4.6
5188,1980,3,16,11.2,-3.1
5189,1980,3,17,11.0,-0.1
5190,1980,3,18,10.0,-1.6
5191,1980,3,19,13.0,0.1
5192,1980,3,20,12.6,0.3
5193,1980,3,21,11.8,-2.3
5194,1980,3,22,5.7,1.4
5195,1980,3,23,5.8,0.3
5196,1980,3,24,8.9,-5.0
5197,1980,3,25,10.0,-2.6
5198,1980,3,26,11.2,0.6
5199,1980,3,27,16.3,-4.0
5200,1980,3,28,18.0,-1.7
5201,1980,3,29,18.6,3.0
5202,1980,3,30,20.4,-0.1
5203,1980,3,31,10.4,2.9
5204,1980,4,1,12.4,0.9
5205,1980,4,2,13.5,-2.3
5206,1980,4,3,20.2,-1.1
5207,1980,4,4,22.2,3.4
5208,1980,4,5,17.6,13.6
5209,1980,4,6,14.6,4.6
5210,1980,4,7,14.0,0.9
5211,1980,4,8,15.4,7.1
5212,1980,4,9,18.0,2.9
5213,1980,4,10,18.3,1.9
5214,1980,4,11,19.3,2.9
5215,1980,4,12,12.8,6.4
5216,1980,4,13,11.0,4.8
5217,1980,4,14,7.5,2.4
5218,1980,4,15,12.4,0.1
5219,1980,4,16,10.3,2.5
5220,1980,4,17,12.2,3.9
5221,1980,4,18,18.8,1.6
5222,1980,4,19,19.6,5.1
5223,1980,4,20,13.6,3.1
5224,1980,4,21,15.8,1.1
5225,1980,4,22,16.4,0.8
5226,1980,4,23,14.0,0.5
5227,1980,4,24,15.6,0.4
5228,1980,4,25,18.4,0.6
5229,1980,4,26,20.2,1.6
5230,1980,4,27,10.7,7.0
5231,1980,4,28,14.8,5.0
5232,1980,4,29,18.7,3.6
5233,1980,4,30,21.6,5.7
5234,1980,5,1,22.8,4.9
5235,1980,5,2,24.0,5.4
5236,1980,5,3,19.3,7.8
5237,1980,5,4,21.8,12.6
5238,1980,5,5,19.4,4.8
5239,1980,5,6,21.0,5.6
5240,1980,5,7,23.1,5.7
5241,1980,5,8,22.0,6.1
5242,1980,5,9,21.8,7.8
5243,1980,5,10,25.1,6.2
5244,1980,5,11,28.1,7.7
5245,1980,5,12,15.0,12.2
5246,1980,5,13,20.8,13.9
5247,1980,5,14,21.8,12.0
5248,1980,5,15,24.0,12.2
5249,1980,5,16,19.4,9.8
5250,1980,5,17,21.4,4.3
5251,1980,5,18,23.7,5.7
5252,1980,5,19,18.8,10.2
5253,1980,5,20,24.4,11.6
5254,1980,5,21,30.2,9.3
5255,1980,5,22,28.7,11.5
5256,1980,5,23,28.7,12.9
5257,1980,5,24,27.7,10.5
5258,1980,5,25,19.1,16.8
5259,1980,5,26,18.0,8.0
5260,1980,5,27,23.3,6.5
5261,1980,5,28,27.2,15.0
5262,1980,5,29,28.7,10.4
5263,1980,5,30,32.7,14.1
5264,1980,5,31,29.1,14.5
5265,1980,6,1,29.7,16.7
5266,1980,6,2,20.5,12.7
5267,1980,6,3,24.1,12.4
5268,1980,6,4,27.4,13.9
5269,1980,6,5,28.4,12.6
5270,1980,6,6,30.3,12.5
5271,1980,6,7,29.3,14.2
5272,1980,6,8,22.0,17.0
5273,1980,6,9,24.3,16.8
5274,1980,6,10,25.9,17.5
5275,1980,6,11,28.5,16.0
5276,1980,6,12,28.9,16.2
5277,1980,6,13,31.7,18.7
5278,1980,6,14,33.0,17.9
5279,1980,6,15,32.2,17.5
5280,1980,6,16,26.2,20.4
5281,1980,6,17,30.5,21.3
5282,1980,6,18,29.3,19.4
5283,1980,6,19,27.5,17.3
5284,1980,6,20,26.9,19.5
5285,1980,6,21,28.7,17.4
5286,1980,6,22,30.2,15.8
