,Year,Mon,Day,tmax,tmin
2922,1980,1,1,6.0,-2.9
2923,1980,1,2,6.6,3.0
2924,1980,1,3,5.8,2.0
2925,1980,1,4,2.0,-6.5
2926,1980,1,5,-0.9,-12.3
2927,1980,1,6,3.8,-9.2
2928,1980,1,7,-4.5,-12.7
2929,1980,1,8,-0.1,-14.0
2930,1980,1,9,7.1,-6.4
2931,1980,1,10,0.8,-9.0
2932,1980,1,11,-1.2,-12.7
2933,1980,1,12,2.4,-14.1
2934,1980,1,13,1.3,-5.7
2935,1980,1,14,0.6,-13.6
2936,1980,1,15,-0.1,-13.1
2937,1980,1,16,1.1,-15.4
2938,1980,1,17,-6.0,-18.6
2939,1980,1,18,-2.9,-20.3
2940,1980,1,19,0.5,-11.1
2941,1980,1,20,-1.4,-7.2
2942,1980,1,21,-3.2,-17.1
2943,1980,1,22,-2.5,-13.4
2944,1980,1,23,4.2,-15.5
2945,1980,1,24,3.4,-10.3
2946,1980,1,25,5.4,-14.4
2947,1980,1,26,9.3,-12.4
2948,1980,1,27,13.6,-4.0
2949,1980,1,28,14.1,0.3
2950,1980,1,29,4.5,-0.5
2951,1980,1,30,-0.5,-12.6
2952,1980,1,31,-7.3,-13.3
2953,1980,2,1,-5.1,-16.9
2954,1980,2,2,-1.7,-13.3
2955,1980,2,3,-1.7,-9.2
2956,1980,2,4,-6.0,-14.2
2957,1980,2,5,-6.7,-16.3
2958,1980,2,6,-7.1,-17.3
2959,1980,2,7,-6.6,-18.7
2960,1980,2,8,-5.3,-18.7
2961,1980,2,9,-2.9,-17.6
2962,1980,2,10,0.5,-10.6
2963,1980,2,11,3.8,-9.8
2964,1980,2,12,0.2,-12.6
2965,1980,2,13,-0.7,-12.7
2966,1980,2,14,-1.2,-12.1
2967,1980,2,15,0.8,-13.2
2968,1980,2,16,2.3,-13.8
2969,1980,2,17,4.7,-14.3
2970,1980,2,18,2.7,-9.7
2971,1980,2,19,3.6,-8.8
2972,1980,2,20,7.1,-7.9
