,Year,Mon,tmax,tmin
4748,1980,1,6.8,-3.3
4749,1980,1,7.1,4.8
4750,1980,1,5.4,1.9
4751,1980,1,2.3,-4.7
4752,1980,1,-0.5,-9.6
4753,1980,1,4.7,-6.1
4754,1980,1,-3.6,-10.7
4755,1980,1,-1.4,-10.6
4756,1980,1,6.9,-4.0
4757,1980,1,1.7,-7.6
4758,1980,1,-2.3,-12.2
4759,1980,1,-0.3,-11.1
4760,1980,1,2.1,-5.8
4761,1980,1,0.9,-10.6
4762,1980,1,1.1,-10.8
4763,1980,1,1.5,-12.7
4764,1980,1,-5.2,-15.2
4765,1980,1,-4.0,-17.3
4766,1980,1,1.1,-9.2
4767,1980,1,-0.4,-7.1
4768,1980,1,-2.9,-13.9
4769,1980,1,-2.2,-10.7
4770,1980,1,5.3,-12.5
4771,1980,1,4.6,-7.4
4772,1980,1,4.1,-11.0
4773,1980,1,8.0,-9.4
4774,1980,1,8.8,-0.2
4775,1980,1,11.0,2.2
4776,1980,1,4.2,0.5
4777,1980,1,0.5,-11.7
4778,1980,1,-6.7,-13.5
4779,1980,2,-3.1,-16.6
4780,1980,2,-0.9,-11.1
4781,1980,2,-1.2,-7.4
4782,1980,2,-6.5,-16.3
4783,1980,2,-6.1,-13.8
4784,1980,2,-7.5,-17.9
4785,1980,2,-6.3,-18.9
4786,1980,2,-5.6,-17.2
4787,1980,2,-2.3,-17.0
4788,1980,2,1.2,-11.6
4789,1980,2,4.3,-6.3
4790,1980,2,0.3,-9.7
4791,1980,2,-1.1,-9.6
4792,1980,2,-0.9,-9.4
4793,1980,2,1.2,-9.0
4794,1980,2,2.8,-10.2
4795,1980,2,5.1,-10.7
4796,1980,2,2.1,-6.4
4797,1980,2,5.3,-6.4
4798,1980,2,7.1,-4.6
4799,1980,2,5.5,-5.0
4800,1980,2,6.3,-7.6
4801,1980,2,9.4,-0.6
4802,1980,2,9.5,-1.5
4803,1980,2,12.7,-2.9
4804,1980,2,12.1,0.9
4805,1980,2,6.6,-3.8
4806,1980,2,10.4,-4.4
4807,1980,2,12.9,-2.9
4808,1980,3,7.1,-0.4
4809,1980,3,10.2,-4.6
4810,1980,3,12.2,-2.7
4811,1980,3,10.5,-0.2
4812,1980,3,12.2,0.2
4813,1980,3,12.0,-3.8
4814,1980,3,15.8,3.3
4815,1980,3,16.5,-0.8
4816,1980,3,10.0,1.4
4817,1980,3,9.6,1.8
4818,1980,3,7.5,-2.1
4819,1980,3,8.6,-5.0
4820,1980,3,12.7,-4.4
4821,1980,3,7.3,0.3
4822,1980,3,8.9,-3.2
4823,1980,3,12.1,-3.1
4824,1980,3,14.2,-2.2
4825,1980,3,12.1,1.8
4826,1980,3,14.4,-1.6
4827,1980,3,14.2,1.1
4828,1980,3,12.8,-1.7
4829,1980,3,7.6,1.1
4830,1980,3,5.5,-1.2
4831,1980,3,8.4,-3.5
4832,1980,3,10.8,-3.0
4833,1980,3,9.2,0.2
4834,1980,3,15.8,-3.8
4835,1980,3,17.2,-1.7
4836,1980,3,15.4,4.9
